operation_id,fecha_score,proyecto,asesor_id,canal,riesgo_caida,prioridad,sla_horas,valor_esperado_en_riesgo,accion_recomendada,ranking_prioridad,data_mode
OP_C737755DF3,2026-07-05,Edificio Valdizan,ASESOR_7B5A7F5FB0,sin_clasificar,0.602727,P1,24,47455.73,Contactar en 24h y confirmar siguiente hito de cierre.,66,real_source:ranking_operaciones_riesgo_caida.parquet
OP_6827351FF8,2026-07-05,Torre Nápoles,ASESOR_9FCF63DC91,sin_clasificar,0.599748,P1,24,21535.32,Contactar en 24h y confirmar siguiente hito de cierre.,525,real_source:ranking_operaciones_riesgo_caida.parquet
OP_09E99E9638,2026-07-05,Torre Nápoles,ASESOR_9FCF63DC91,sin_clasificar,0.599748,P1,24,19783.43,Contactar en 24h y confirmar siguiente hito de cierre.,567,real_source:ranking_operaciones_riesgo_caida.parquet
OP_FB774326D4,2026-07-05,Sialia,ASESOR_E5897908D5,sin_clasificar,0.598869,P1,24,22008.44,Contactar en 24h y confirmar siguiente hito de cierre.,511,real_source:ranking_operaciones_riesgo_caida.parquet
OP_8FC2612D8D,2026-07-05,Sialia,ASESOR_950BED165C,sin_clasificar,0.597807,P1,24,23447.19,Contactar en 24h y confirmar siguiente hito de cierre.,461,real_source:ranking_operaciones_riesgo_caida.parquet
OP_AE51023B0C,2026-07-05,Alicanto,ASESOR_233077BA7F,sin_clasificar,0.596297,P1,24,47960.18,Contactar en 24h y confirmar siguiente hito de cierre.,62,real_source:ranking_operaciones_riesgo_caida.parquet
OP_3ECF71FAC4,2026-07-05,Tizón y Bueno,ASESOR_C6B4E60323,sin_clasificar,0.596205,P1,24,48203.17,Contactar en 24h y confirmar siguiente hito de cierre.,59,real_source:ranking_operaciones_riesgo_caida.parquet
OP_1EB3A6F13A,2026-07-05,Tizón y Bueno,ASESOR_1265C8A465,sin_clasificar,0.592285,P1,24,45567.02,Contactar en 24h y confirmar siguiente hito de cierre.,75,real_source:ranking_operaciones_riesgo_caida.parquet
OP_709AB61855,2026-07-05,Modena,ASESOR_E5897908D5,sin_clasificar,0.591933,P1,24,22197.48,Contactar en 24h y confirmar siguiente hito de cierre.,502,real_source:ranking_operaciones_riesgo_caida.parquet
OP_C758B19EEC,2026-07-05,Edificio Valdizan,ASESOR_1265C8A465,sin_clasificar,0.589331,P1,24,54122.65,Contactar en 24h y confirmar siguiente hito de cierre.,31,real_source:ranking_operaciones_riesgo_caida.parquet
OP_5AA8050BB5,2026-07-05,Torre Nápoles,ASESOR_E5897908D5,sin_clasificar,0.588824,P1,24,19872.82,Contactar en 24h y confirmar siguiente hito de cierre.,565,real_source:ranking_operaciones_riesgo_caida.parquet
OP_8A2CA303BF,2026-07-05,Sialia,ASESOR_7B5A7F5FB0,sin_clasificar,0.588774,P1,24,44806.02,Contactar en 24h y confirmar siguiente hito de cierre.,80,real_source:ranking_operaciones_riesgo_caida.parquet
OP_C05595CD26,2026-07-05,Edificio Valdizan,ASESOR_7B5A7F5FB0,sin_clasificar,0.588358,P1,24,44126.81,Contactar en 24h y confirmar siguiente hito de cierre.,86,real_source:ranking_operaciones_riesgo_caida.parquet
OP_9E2ECB1AC5,2026-07-05,Alicanto,ASESOR_7B5A7F5FB0,sin_clasificar,0.588203,P1,24,45210.63,Contactar en 24h y confirmar siguiente hito de cierre.,76,real_source:ranking_operaciones_riesgo_caida.parquet
OP_F5A9EB3521,2026-07-05,Torre Nápoles,ASESOR_E5897908D5,sin_clasificar,0.587668,P1,24,16572.23,Contactar en 24h y confirmar siguiente hito de cierre.,631,real_source:ranking_operaciones_riesgo_caida.parquet
OP_3F8D96FFBF,2026-07-05,Sialia,ASESOR_7B5A7F5FB0,sin_clasificar,0.587456,P1,24,23424.01,Contactar en 24h y confirmar siguiente hito de cierre.,464,real_source:ranking_operaciones_riesgo_caida.parquet
OP_AC1930B795,2026-07-05,Sialia,ASESOR_950BED165C,sin_clasificar,0.587446,P1,24,21123.38,Contactar en 24h y confirmar siguiente hito de cierre.,535,real_source:ranking_operaciones_riesgo_caida.parquet
OP_76D2A9D606,2026-07-05,Edificio Mariategui,ASESOR_7B5A7F5FB0,sin_clasificar,0.587383,P1,24,54363.92,Contactar en 24h y confirmar siguiente hito de cierre.,27,real_source:ranking_operaciones_riesgo_caida.parquet
OP_FC8EC50993,2026-07-05,Torre Nápoles,ASESOR_C6B4E60323,sin_clasificar,0.586452,P1,24,20785.05,Contactar en 24h y confirmar siguiente hito de cierre.,538,real_source:ranking_operaciones_riesgo_caida.parquet
OP_4D054A6F1F,2026-07-05,Tizón y Bueno,ASESOR_F59A4378D8,sin_clasificar,0.584755,P1,24,48740.99,Contactar en 24h y confirmar siguiente hito de cierre.,55,real_source:ranking_operaciones_riesgo_caida.parquet
OP_B60346AD96,2026-07-05,Fenix,ASESOR_7B5A7F5FB0,sin_clasificar,0.58468,P1,24,47905.56,Contactar en 24h y confirmar siguiente hito de cierre.,63,real_source:ranking_operaciones_riesgo_caida.parquet
OP_14688E949B,2026-07-05,Torre Nápoles,ASESOR_F59A4378D8,sin_clasificar,0.584224,P1,24,17964.87,Contactar en 24h y confirmar siguiente hito de cierre.,608,real_source:ranking_operaciones_riesgo_caida.parquet
OP_C258C88379,2026-07-05,Alicanto,ASESOR_9FCF63DC91,sin_clasificar,0.583324,P1,24,22308.68,Contactar en 24h y confirmar siguiente hito de cierre.,500,real_source:ranking_operaciones_riesgo_caida.parquet
OP_A9977185F0,2026-07-05,Torre Nápoles,ASESOR_DA48A4F817,sin_clasificar,0.582543,P1,24,17781.04,Contactar en 24h y confirmar siguiente hito de cierre.,614,real_source:ranking_operaciones_riesgo_caida.parquet
OP_C889EAA3D7,2026-07-05,Edificio Valdizan,ASESOR_1265C8A465,sin_clasificar,0.582534,P1,24,50116.88,Contactar en 24h y confirmar siguiente hito de cierre.,49,real_source:ranking_operaciones_riesgo_caida.parquet
OP_1EB8C654B0,2026-07-05,Capadocia,ASESOR_C6B4E60323,sin_clasificar,0.580165,P1,24,57488.5,Contactar en 24h y confirmar siguiente hito de cierre.,17,real_source:ranking_operaciones_riesgo_caida.parquet
OP_C0FDDD0D09,2026-07-05,Fenix,ASESOR_7B5A7F5FB0,sin_clasificar,0.579692,P1,24,54341.07,Contactar en 24h y confirmar siguiente hito de cierre.,28,real_source:ranking_operaciones_riesgo_caida.parquet
OP_1B6E4BF153,2026-07-05,Fenix,ASESOR_950BED165C,sin_clasificar,0.579213,P1,24,46047.44,Contactar en 24h y confirmar siguiente hito de cierre.,71,real_source:ranking_operaciones_riesgo_caida.parquet
OP_564BEC7E7D,2026-07-05,Torre Nápoles,ASESOR_DA48A4F817,sin_clasificar,0.579039,P1,24,22164.89,Contactar en 24h y confirmar siguiente hito de cierre.,504,real_source:ranking_operaciones_riesgo_caida.parquet
OP_F7CFE0334C,2026-07-05,Modena,ASESOR_233077BA7F,sin_clasificar,0.57712,P1,24,55516.02,Contactar en 24h y confirmar siguiente hito de cierre.,21,real_source:ranking_operaciones_riesgo_caida.parquet
OP_0CFE894900,2026-07-05,Torre Nápoles,ASESOR_233077BA7F,sin_clasificar,0.576425,P1,24,24953.72,Contactar en 24h y confirmar siguiente hito de cierre.,391,real_source:ranking_operaciones_riesgo_caida.parquet
OP_92E3DE0EB6,2026-07-05,Torre Nápoles,ASESOR_7B5A7F5FB0,sin_clasificar,0.576008,P1,24,19872.29,Contactar en 24h y confirmar siguiente hito de cierre.,566,real_source:ranking_operaciones_riesgo_caida.parquet
OP_CBE53D06E6,2026-07-05,Alicanto,ASESOR_E5897908D5,sin_clasificar,0.575545,P1,24,43942.87,Contactar en 24h y confirmar siguiente hito de cierre.,90,real_source:ranking_operaciones_riesgo_caida.parquet
OP_7470459E1D,2026-07-05,Alicanto,ASESOR_950BED165C,sin_clasificar,0.574343,P1,24,21489.9,Contactar en 24h y confirmar siguiente hito de cierre.,526,real_source:ranking_operaciones_riesgo_caida.parquet
OP_2E2096824F,2026-07-05,Torre Nápoles,ASESOR_7B5A7F5FB0,sin_clasificar,0.57403,P1,24,19669.36,Contactar en 24h y confirmar siguiente hito de cierre.,571,real_source:ranking_operaciones_riesgo_caida.parquet
OP_21DB6B88EA,2026-07-05,Edificio Mariategui,ASESOR_1265C8A465,sin_clasificar,0.572706,P1,24,50157.85,Contactar en 24h y confirmar siguiente hito de cierre.,48,real_source:ranking_operaciones_riesgo_caida.parquet
OP_B453623583,2026-07-05,Alicanto,ASESOR_7B5A7F5FB0,sin_clasificar,0.571085,P1,24,48085.62,Contactar en 24h y confirmar siguiente hito de cierre.,60,real_source:ranking_operaciones_riesgo_caida.parquet
OP_01B558E5E9,2026-07-05,Edificio Urbanzen,ASESOR_950BED165C,sin_clasificar,0.571034,P1,24,59958.58,Contactar en 24h y confirmar siguiente hito de cierre.,15,real_source:ranking_operaciones_riesgo_caida.parquet
OP_B2B32E0AE3,2026-07-05,Modena,ASESOR_9FCF63DC91,sin_clasificar,0.570184,P1,24,49948.84,Contactar en 24h y confirmar siguiente hito de cierre.,50,real_source:ranking_operaciones_riesgo_caida.parquet
OP_032FA878F6,2026-07-05,Alicanto,ASESOR_E5897908D5,sin_clasificar,0.564971,P1,24,44358.07,Contactar en 24h y confirmar siguiente hito de cierre.,84,real_source:ranking_operaciones_riesgo_caida.parquet
OP_EF2CCA85D4,2026-07-05,Tizón y Bueno,ASESOR_E5897908D5,sin_clasificar,0.564583,P1,24,38109.33,Contactar en 24h y confirmar siguiente hito de cierre.,133,real_source:ranking_operaciones_riesgo_caida.parquet
OP_FE727ACC29,2026-07-05,Torre Nápoles,ASESOR_DA48A4F817,sin_clasificar,0.563962,P1,24,19119.37,Contactar en 24h y confirmar siguiente hito de cierre.,581,real_source:ranking_operaciones_riesgo_caida.parquet
OP_E58CCEBB9C,2026-07-05,Edificio Mariategui,ASESOR_1265C8A465,sin_clasificar,0.563334,P1,24,51401.38,Contactar en 24h y confirmar siguiente hito de cierre.,45,real_source:ranking_operaciones_riesgo_caida.parquet
OP_B22BFAB2D3,2026-07-05,Capadocia,ASESOR_233077BA7F,sin_clasificar,0.561924,P1,24,52196.71,Contactar en 24h y confirmar siguiente hito de cierre.,40,real_source:ranking_operaciones_riesgo_caida.parquet
OP_884FD4A870,2026-07-05,Modena,ASESOR_7B5A7F5FB0,sin_clasificar,0.561108,P1,24,45709.28,Contactar en 24h y confirmar siguiente hito de cierre.,73,real_source:ranking_operaciones_riesgo_caida.parquet
OP_F1E04B5623,2026-07-05,Alicanto,ASESOR_E5897908D5,sin_clasificar,0.561072,P1,24,24406.62,Contactar en 24h y confirmar siguiente hito de cierre.,413,real_source:ranking_operaciones_riesgo_caida.parquet
OP_2584CF737D,2026-07-05,Sialia,ASESOR_DA48A4F817,sin_clasificar,0.560033,P1,24,44482.97,Contactar en 24h y confirmar siguiente hito de cierre.,83,real_source:ranking_operaciones_riesgo_caida.parquet
OP_B84F4F8F5B,2026-07-05,Torre Nápoles,ASESOR_1265C8A465,sin_clasificar,0.559626,P1,24,53643.76,Contactar en 24h y confirmar siguiente hito de cierre.,33,real_source:ranking_operaciones_riesgo_caida.parquet
OP_63739842E9,2026-07-05,Edificio Urbanzen,ASESOR_E5897908D5,sin_clasificar,0.55739,P1,24,54562.89,Contactar en 24h y confirmar siguiente hito de cierre.,24,real_source:ranking_operaciones_riesgo_caida.parquet
OP_72AA546B39,2026-07-05,Edificio Urbanzen,ASESOR_950BED165C,sin_clasificar,0.557238,P1,24,53876.06,Contactar en 24h y confirmar siguiente hito de cierre.,32,real_source:ranking_operaciones_riesgo_caida.parquet
OP_0F34610CF5,2026-07-05,Edificio Urbanzen,ASESOR_CF9D39A66F,sin_clasificar,0.55696,P1,24,50349.91,Contactar en 24h y confirmar siguiente hito de cierre.,47,real_source:ranking_operaciones_riesgo_caida.parquet
OP_C0BA29CAE8,2026-07-05,Edificio Urbanzen,ASESOR_950BED165C,sin_clasificar,0.556764,P1,24,48909.9,Contactar en 24h y confirmar siguiente hito de cierre.,52,real_source:ranking_operaciones_riesgo_caida.parquet
OP_66C78BE34A,2026-07-05,Capadocia,ASESOR_7B5A7F5FB0,sin_clasificar,0.5565,P1,24,53582.57,Contactar en 24h y confirmar siguiente hito de cierre.,35,real_source:ranking_operaciones_riesgo_caida.parquet
OP_72F9F254EF,2026-07-05,Tizón y Bueno,ASESOR_233077BA7F,sin_clasificar,0.555031,P1,24,36994.62,Contactar en 24h y confirmar siguiente hito de cierre.,152,real_source:ranking_operaciones_riesgo_caida.parquet
OP_D29B8F2BB3,2026-07-05,Modena,ASESOR_233077BA7F,sin_clasificar,0.553879,P1,24,23678.34,Contactar en 24h y confirmar siguiente hito de cierre.,451,real_source:ranking_operaciones_riesgo_caida.parquet
OP_1B023CBF7E,2026-07-05,Modena,ASESOR_E05C20E0FE,sin_clasificar,0.553028,P1,24,47283.92,Contactar en 24h y confirmar siguiente hito de cierre.,67,real_source:ranking_operaciones_riesgo_caida.parquet
OP_081DD41E60,2026-07-05,Capadocia,ASESOR_7B5A7F5FB0,sin_clasificar,0.552801,P1,24,43755.93,Contactar en 24h y confirmar siguiente hito de cierre.,94,real_source:ranking_operaciones_riesgo_caida.parquet
OP_DEABCEF19C,2026-07-05,Torre Nápoles,ASESOR_F59A4378D8,sin_clasificar,0.552649,P1,24,18188.27,Contactar en 24h y confirmar siguiente hito de cierre.,605,real_source:ranking_operaciones_riesgo_caida.parquet
OP_4FDC41FAFB,2026-07-05,Edificio Urbanzen,ASESOR_C6B4E60323,sin_clasificar,0.552478,P1,24,48875.36,Contactar en 24h y confirmar siguiente hito de cierre.,54,real_source:ranking_operaciones_riesgo_caida.parquet
OP_2D72F6E1AD,2026-07-05,Capadocia,ASESOR_7B5A7F5FB0,sin_clasificar,0.552474,P1,24,52163.57,Contactar en 24h y confirmar siguiente hito de cierre.,41,real_source:ranking_operaciones_riesgo_caida.parquet
OP_9ED30AEC5F,2026-07-05,Modena,ASESOR_E05C20E0FE,sin_clasificar,0.552433,P1,24,48890.3,Contactar en 24h y confirmar siguiente hito de cierre.,53,real_source:ranking_operaciones_riesgo_caida.parquet
OP_78583102FF,2026-07-05,Alicanto,ASESOR_CF9D39A66F,sin_clasificar,0.551645,P1,24,21754.1,Contactar en 24h y confirmar siguiente hito de cierre.,517,real_source:ranking_operaciones_riesgo_caida.parquet
OP_F60717332F,2026-07-05,Modena,ASESOR_7B5A7F5FB0,sin_clasificar,0.550766,P1,24,23844.96,Contactar en 24h y confirmar siguiente hito de cierre.,442,real_source:ranking_operaciones_riesgo_caida.parquet
OP_8B515C529C,2026-07-05,Modena,ASESOR_E5897908D5,sin_clasificar,0.549489,P1,24,54316.95,Contactar en 24h y confirmar siguiente hito de cierre.,29,real_source:ranking_operaciones_riesgo_caida.parquet
OP_F6D4FF0E86,2026-07-05,Tizón y Bueno,ASESOR_7B5A7F5FB0,sin_clasificar,0.549094,P1,24,39355.53,Contactar en 24h y confirmar siguiente hito de cierre.,122,real_source:ranking_operaciones_riesgo_caida.parquet
OP_3AB3A2317E,2026-07-05,Tizón y Bueno,ASESOR_9FCF63DC91,sin_clasificar,0.548901,P1,24,33157.19,Contactar en 24h y confirmar siguiente hito de cierre.,210,real_source:ranking_operaciones_riesgo_caida.parquet
OP_92977BE029,2026-07-05,Alicanto,ASESOR_9FCF63DC91,sin_clasificar,0.548609,P1,24,21272.15,Contactar en 24h y confirmar siguiente hito de cierre.,532,real_source:ranking_operaciones_riesgo_caida.parquet
OP_D33D3526F1,2026-07-05,Capadocia,ASESOR_E5897908D5,sin_clasificar,0.548602,P1,24,53050.69,Contactar en 24h y confirmar siguiente hito de cierre.,37,real_source:ranking_operaciones_riesgo_caida.parquet
OP_99E7EFF06E,2026-07-05,Capadocia,ASESOR_E5897908D5,sin_clasificar,0.548096,P1,24,52123.89,Contactar en 24h y confirmar siguiente hito de cierre.,42,real_source:ranking_operaciones_riesgo_caida.parquet
OP_D378D379DD,2026-07-05,Tizón y Bueno,ASESOR_9FCF63DC91,sin_clasificar,0.548007,P1,24,34288.89,Contactar en 24h y confirmar siguiente hito de cierre.,189,real_source:ranking_operaciones_riesgo_caida.parquet
OP_2EACE88E0D,2026-07-05,Capadocia,ASESOR_1265C8A465,sin_clasificar,0.546627,P1,24,53050.15,Contactar en 24h y confirmar siguiente hito de cierre.,38,real_source:ranking_operaciones_riesgo_caida.parquet
OP_79F694258C,2026-07-05,Matera,ASESOR_950BED165C,sin_clasificar,0.545589,P1,24,76219.75,Contactar en 24h y confirmar siguiente hito de cierre.,6,real_source:ranking_operaciones_riesgo_caida.parquet
OP_3FFC11E754,2026-07-05,Torre Nápoles,ASESOR_E5897908D5,sin_clasificar,0.544986,P1,24,24033.88,Contactar en 24h y confirmar siguiente hito de cierre.,434,real_source:ranking_operaciones_riesgo_caida.parquet
OP_9D3BBD6DB9,2026-07-05,Tizón y Bueno,ASESOR_C6B4E60323,sin_clasificar,0.544408,P1,24,39319.9,Contactar en 24h y confirmar siguiente hito de cierre.,123,real_source:ranking_operaciones_riesgo_caida.parquet
OP_CFD03D3E0B,2026-07-05,Sialia,ASESOR_233077BA7F,sin_clasificar,0.544365,P1,24,33070.17,Contactar en 24h y confirmar siguiente hito de cierre.,213,real_source:ranking_operaciones_riesgo_caida.parquet
OP_CEEA3B5AEF,2026-07-05,Capadocia,ASESOR_7B5A7F5FB0,sin_clasificar,0.544168,P1,24,48566.89,Contactar en 24h y confirmar siguiente hito de cierre.,56,real_source:ranking_operaciones_riesgo_caida.parquet
OP_09F493191B,2026-07-05,Edificio Urbanzen,ASESOR_C6B4E60323,sin_clasificar,0.543457,P1,24,45780.84,Contactar en 24h y confirmar siguiente hito de cierre.,72,real_source:ranking_operaciones_riesgo_caida.parquet
OP_51DBAD0494,2026-07-05,Capadocia,ASESOR_950BED165C,sin_clasificar,0.542917,P1,24,44017.59,Contactar en 24h y confirmar siguiente hito de cierre.,89,real_source:ranking_operaciones_riesgo_caida.parquet
OP_24395CB4B5,2026-07-05,Edificio Urbanzen,ASESOR_233077BA7F,sin_clasificar,0.542569,P1,24,51679.7,Contactar en 24h y confirmar siguiente hito de cierre.,44,real_source:ranking_operaciones_riesgo_caida.parquet
OP_D255F416AA,2026-07-05,Sialia,ASESOR_233077BA7F,sin_clasificar,0.54253,P1,24,31819.4,Contactar en 24h y confirmar siguiente hito de cierre.,238,real_source:ranking_operaciones_riesgo_caida.parquet
OP_089436D81C,2026-07-05,Tizón y Bueno,ASESOR_E05C20E0FE,sin_clasificar,0.541755,P1,24,32674.58,Contactar en 24h y confirmar siguiente hito de cierre.,217,real_source:ranking_operaciones_riesgo_caida.parquet
OP_7AD73554C7,2026-07-05,Tizón y Bueno,ASESOR_1265C8A465,sin_clasificar,0.541107,P1,24,43802.12,Contactar en 24h y confirmar siguiente hito de cierre.,93,real_source:ranking_operaciones_riesgo_caida.parquet
OP_B87CB710E2,2026-07-05,Tizón y Bueno,ASESOR_1265C8A465,sin_clasificar,0.540988,P1,24,41953.63,Contactar en 24h y confirmar siguiente hito de cierre.,106,real_source:ranking_operaciones_riesgo_caida.parquet
OP_C87598B86B,2026-07-05,Sialia,ASESOR_233077BA7F,sin_clasificar,0.540439,P1,24,33593.67,Contactar en 24h y confirmar siguiente hito de cierre.,201,real_source:ranking_operaciones_riesgo_caida.parquet
OP_2EF88ABD0B,2026-07-05,Sialia,ASESOR_7B5A7F5FB0,sin_clasificar,0.540174,P1,24,37624.27,Contactar en 24h y confirmar siguiente hito de cierre.,140,real_source:ranking_operaciones_riesgo_caida.parquet
OP_35B63EF665,2026-07-05,Tizón y Bueno,ASESOR_9FCF63DC91,sin_clasificar,0.539624,P1,24,36408.26,Contactar en 24h y confirmar siguiente hito de cierre.,158,real_source:ranking_operaciones_riesgo_caida.parquet
OP_D2CB056E7D,2026-07-05,Edificio Urbanzen,ASESOR_4A5D5CDFC6,sin_clasificar,0.539477,P1,24,24276.48,Contactar en 24h y confirmar siguiente hito de cierre.,419,real_source:ranking_operaciones_riesgo_caida.parquet
OP_16B4D17600,2026-07-05,Edificio Urbanzen,ASESOR_7B5A7F5FB0,sin_clasificar,0.53826,P1,24,48233.51,Contactar en 24h y confirmar siguiente hito de cierre.,58,real_source:ranking_operaciones_riesgo_caida.parquet
OP_A48AF23367,2026-07-05,Sialia,ASESOR_7B5A7F5FB0,sin_clasificar,0.538229,P1,24,39659.16,Contactar en 24h y confirmar siguiente hito de cierre.,118,real_source:ranking_operaciones_riesgo_caida.parquet
OP_4B09E9F2B1,2026-07-05,Sialia,ASESOR_233077BA7F,sin_clasificar,0.538078,P1,24,30026.44,Contactar en 24h y confirmar siguiente hito de cierre.,279,real_source:ranking_operaciones_riesgo_caida.parquet
OP_03462BB7AE,2026-07-05,Modena,ASESOR_7B5A7F5FB0,sin_clasificar,0.537358,P1,24,22686.18,Contactar en 24h y confirmar siguiente hito de cierre.,490,real_source:ranking_operaciones_riesgo_caida.parquet
OP_1B2C988B38,2026-07-05,Edificio Urbanzen,ASESOR_DA48A4F817,sin_clasificar,0.536889,P1,24,54521.12,Contactar en 24h y confirmar siguiente hito de cierre.,25,real_source:ranking_operaciones_riesgo_caida.parquet
OP_FAA6850277,2026-07-05,Sialia,ASESOR_233077BA7F,sin_clasificar,0.536864,P1,24,26091.57,Contactar en 24h y confirmar siguiente hito de cierre.,352,real_source:ranking_operaciones_riesgo_caida.parquet
OP_C13F7D41B6,2026-07-05,Edificio Urbanzen,ASESOR_7B5A7F5FB0,sin_clasificar,0.536238,P1,24,51719.73,Contactar en 24h y confirmar siguiente hito de cierre.,43,real_source:ranking_operaciones_riesgo_caida.parquet
OP_1D079D8CC5,2026-07-05,Tizón y Bueno,ASESOR_7B5A7F5FB0,sin_clasificar,0.534494,P1,24,34571.07,Contactar en 24h y confirmar siguiente hito de cierre.,184,real_source:ranking_operaciones_riesgo_caida.parquet
OP_54A61E6C35,2026-07-05,Tizón y Bueno,ASESOR_233077BA7F,sin_clasificar,0.534261,P1,24,34988.73,Contactar en 24h y confirmar siguiente hito de cierre.,176,real_source:ranking_operaciones_riesgo_caida.parquet
OP_0450F8D5CA,2026-07-05,Modena,ASESOR_7B5A7F5FB0,sin_clasificar,0.534091,P1,24,21701.92,Contactar en 24h y confirmar siguiente hito de cierre.,519,real_source:ranking_operaciones_riesgo_caida.parquet
OP_7F56B0356E,2026-07-05,Edificio Valdizan,ASESOR_8618B6BE3A,sin_clasificar,0.53378,P1,24,40369.81,Contactar en 24h y confirmar siguiente hito de cierre.,115,real_source:ranking_operaciones_riesgo_caida.parquet
OP_D731B8B255,2026-07-05,Sialia,ASESOR_E5897908D5,sin_clasificar,0.533717,P1,24,38039.6,Contactar en 24h y confirmar siguiente hito de cierre.,134,real_source:ranking_operaciones_riesgo_caida.parquet
OP_D3CDD9FAA5,2026-07-05,Sialia,ASESOR_7B5A7F5FB0,sin_clasificar,0.533682,P1,24,35233.38,Contactar en 24h y confirmar siguiente hito de cierre.,173,real_source:ranking_operaciones_riesgo_caida.parquet
OP_79667A3C1D,2026-07-05,Torre Nápoles,ASESOR_233077BA7F,sin_clasificar,0.533032,P1,24,27184.64,Contactar en 24h y confirmar siguiente hito de cierre.,325,real_source:ranking_operaciones_riesgo_caida.parquet
OP_68EB423A2F,2026-07-05,Capadocia,ASESOR_7B5A7F5FB0,sin_clasificar,0.532992,P1,24,47266.66,Contactar en 24h y confirmar siguiente hito de cierre.,68,real_source:ranking_operaciones_riesgo_caida.parquet
OP_5AA7DFEEFE,2026-07-05,Tizón y Bueno,ASESOR_E05C20E0FE,sin_clasificar,0.531498,P1,24,31148.76,Contactar en 24h y confirmar siguiente hito de cierre.,253,real_source:ranking_operaciones_riesgo_caida.parquet
OP_4C8BD3787F,2026-07-05,Tizón y Bueno,ASESOR_7B5A7F5FB0,sin_clasificar,0.531027,P1,24,34106.59,Contactar en 24h y confirmar siguiente hito de cierre.,192,real_source:ranking_operaciones_riesgo_caida.parquet
OP_E2B08FC308,2026-07-05,Modena,ASESOR_7B5A7F5FB0,sin_clasificar,0.530747,P1,24,42361.3,Contactar en 24h y confirmar siguiente hito de cierre.,102,real_source:ranking_operaciones_riesgo_caida.parquet
OP_EB85B49182,2026-07-05,Tizón y Bueno,ASESOR_950BED165C,sin_clasificar,0.529674,P1,24,37269.59,Contactar en 24h y confirmar siguiente hito de cierre.,145,real_source:ranking_operaciones_riesgo_caida.parquet
OP_CDB0D51AF7,2026-07-05,Tizón y Bueno,ASESOR_950BED165C,sin_clasificar,0.52947,P1,24,35993.35,Contactar en 24h y confirmar siguiente hito de cierre.,161,real_source:ranking_operaciones_riesgo_caida.parquet
OP_EB78FDABB5,2026-07-05,Edificio Valdizan,ASESOR_1265C8A465,sin_clasificar,0.528891,P1,24,39666.85,Contactar en 24h y confirmar siguiente hito de cierre.,117,real_source:ranking_operaciones_riesgo_caida.parquet
OP_A2C58AC1A8,2026-07-05,Alicanto,ASESOR_1265C8A465,sin_clasificar,0.528832,P1,24,41985.66,Contactar en 24h y confirmar siguiente hito de cierre.,105,real_source:ranking_operaciones_riesgo_caida.parquet
OP_3E69FD5F7A,2026-07-05,Alicanto,ASESOR_E5897908D5,sin_clasificar,0.528707,P1,24,39764.06,Contactar en 24h y confirmar siguiente hito de cierre.,116,real_source:ranking_operaciones_riesgo_caida.parquet
OP_CA17668DD9,2026-07-05,Edificio Urbanzen,ASESOR_7B5A7F5FB0,sin_clasificar,0.528048,P1,24,48316.36,Contactar en 24h y confirmar siguiente hito de cierre.,57,real_source:ranking_operaciones_riesgo_caida.parquet
OP_A4FCAF976A,2026-07-05,Edificio Urbanzen,ASESOR_233077BA7F,sin_clasificar,0.527206,P1,24,43099.08,Contactar en 24h y confirmar siguiente hito de cierre.,97,real_source:ranking_operaciones_riesgo_caida.parquet
OP_2B12120F0A,2026-07-05,Edificio Urbanzen,ASESOR_7B5A7F5FB0,sin_clasificar,0.527035,P1,24,43862.5,Contactar en 24h y confirmar siguiente hito de cierre.,92,real_source:ranking_operaciones_riesgo_caida.parquet
OP_620550A5AC,2026-07-05,Edificio Urbanzen,ASESOR_950BED165C,sin_clasificar,0.526197,P1,24,47902.35,Contactar en 24h y confirmar siguiente hito de cierre.,64,real_source:ranking_operaciones_riesgo_caida.parquet
OP_2DD88BC53F,2026-07-05,Sialia,ASESOR_233077BA7F,sin_clasificar,0.525872,P1,24,33942.43,Contactar en 24h y confirmar siguiente hito de cierre.,196,real_source:ranking_operaciones_riesgo_caida.parquet
OP_B9CFC1704D,2026-07-05,Edificio Mariategui,ASESOR_7B5A7F5FB0,sin_clasificar,0.525591,P1,24,40702.43,Contactar en 24h y confirmar siguiente hito de cierre.,113,real_source:ranking_operaciones_riesgo_caida.parquet
OP_107A664595,2026-07-05,Tizón y Bueno,ASESOR_7B5A7F5FB0,sin_clasificar,0.525585,P1,24,37201.15,Contactar en 24h y confirmar siguiente hito de cierre.,147,real_source:ranking_operaciones_riesgo_caida.parquet
OP_B6F3D67436,2026-07-05,Tizón y Bueno,ASESOR_233077BA7F,sin_clasificar,0.525571,P1,24,24833.25,Contactar en 24h y confirmar siguiente hito de cierre.,393,real_source:ranking_operaciones_riesgo_caida.parquet
OP_B4234B73AA,2026-07-05,Edificio Urbanzen,ASESOR_3646DCCAA1,sin_clasificar,0.524776,P1,24,44766.64,Contactar en 24h y confirmar siguiente hito de cierre.,81,real_source:ranking_operaciones_riesgo_caida.parquet
OP_D488795671,2026-07-05,Edificio Mariategui,ASESOR_7B5A7F5FB0,sin_clasificar,0.524198,P1,24,41314.84,Contactar en 24h y confirmar siguiente hito de cierre.,110,real_source:ranking_operaciones_riesgo_caida.parquet
