operation_id,ranking_capacity,proyecto,asesor_id,canal,riesgo_caida,valor_esperado_en_riesgo,dias_en_tuberia,prioridad,sla_horas,accion_recomendada,data_mode
OP_0EBB3519,723,Edificio Cuba Connect,ASESOR_10B2BE3F,sin_clasificar,0.141,7611.4,2683,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_07E46896,724,Edificio Cuba Connect,ASESOR_10B2BE3F,sin_clasificar,0.141,7611.4,2559,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_68C6C6E9,725,Edificio Cuba Connect,ASESOR_10B2BE3F,sin_clasificar,0.141,7280.16,1896,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_5C3E9040,726,Edificio Cuba Connect,ASESOR_10B2BE3F,sin_clasificar,0.141,7280.16,1805,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_9DCBE7E3,727,Edificio Cuba Connect,ASESOR_10B2BE3F,sin_clasificar,0.141,7280.16,1777,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_30E4C022,728,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.1051,7151.27,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_7C3D9000,729,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.1051,7113.77,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_509694B0,730,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.1051,7113.77,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_61182F39,731,Edificio Cuba Connect,ASESOR_10B2BE3F,sin_clasificar,0.141,7072.16,1994,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_F24F1A64,732,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.104,7022.91,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_81DEFD9E,733,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.104,6887.79,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_367461E6,734,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.104,6855.66,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_C2A181D8,735,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.104,6841.29,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_1A42D526,736,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.104,6781.06,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_2B9449F3,737,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.1044,6647.14,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_BC8DB39F,738,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.1044,6628.04,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_102624AC,739,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.103,6485.38,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_40962624,740,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.103,6476.1,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_234666D7,741,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.103,6446.74,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_75F7313C,742,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.103,6428.19,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_CCBCD0D6,743,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.103,6415.92,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_0DF5486B,744,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.103,6400.22,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_A15FAF6F,745,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.103,6388.0,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_42C60249,746,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.103,6388.0,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_5DAD6478,747,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.103,6342.87,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_6F90A5A0,748,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.103,6337.0,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_0C658EB5,749,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.103,6335.45,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_6165D33E,750,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.103,6290.32,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_64D095F2,751,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.103,6290.32,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_D3B913CD,752,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.103,6261.26,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_8B80F49E,753,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.103,6188.31,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_A8CEE66E,754,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.103,6188.31,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_4099ED5B,755,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.103,6111.03,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_86AB8CBE,756,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.103,6085.37,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_A7F0B84D,757,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.103,6085.37,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_B6BC077D,758,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.103,5988.62,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_F15223DC,759,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.103,5988.62,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_B967FB22,760,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.103,5967.6,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_AFCCD937,761,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.103,5967.6,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_C78961D3,762,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.103,5942.25,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_9B6C13F0,763,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.103,5930.81,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
