operation_id,ranking_capacity,proyecto,asesor_id,canal,riesgo_caida,valor_esperado_en_riesgo,dias_en_tuberia,prioridad,sla_horas,accion_recomendada,data_mode
OP_60F070E3,592,Edificio Cuba Connect,ASESOR_10B2BE3F,sin_clasificar,0.2212,18749.79,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_79373357,593,Edificio Cuba Connect,ASESOR_10B2BE3F,sin_clasificar,0.225,18731.1,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_D4E33E29,594,Edificio Cuba Connect,ASESOR_10B2BE3F,sin_clasificar,0.2204,18725.97,1858,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_E2FA8F5B,595,Edificio Santa Cruz Infinite,ASESOR_B56EAA59,sin_clasificar,0.2901,18684.1,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_A3AAF5A0,596,Edificio Cuba Connect,ASESOR_10B2BE3F,sin_clasificar,0.229,18647.93,1715,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_BE6B5B71,597,Edificio Cuba Connect,ASESOR_10B2BE3F,sin_clasificar,0.225,18582.25,1960,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_FCF1E4BF,598,Edificio Cuba Connect,ASESOR_10B2BE3F,sin_clasificar,0.225,18582.25,1897,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_BF7DB3A1,599,Matera,ASESOR_1F3B24E1,sin_clasificar,0.3993,18568.01,360,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_182DC6B9,600,Tizón y Bueno,ASESOR_C931A67B,sin_clasificar,0.3676,18471.89,1027,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_284B7E6D,601,Torre Nápoles,ASESOR_B56EAA59,sin_clasificar,0.6254,18293.96,195,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_36C1CC2F,602,Edificio Saenz,ASESOR_C931A67B,sin_clasificar,0.2488,18288.79,2287,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_AEE4848A,603,Los Jardines de Urteaga,ASESOR_10B2BE3F,sin_clasificar,0.1619,18244.95,1832,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_97468F67,604,Los Jardines de Urteaga,ASESOR_10B2BE3F,sin_clasificar,0.1619,18244.95,1639,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_3B86DF3F,605,Torre Nápoles,ASESOR_BB88CD67,sin_clasificar,0.5526,18188.27,280,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_90B5BC7F,606,Edificio Mariategui,ASESOR_10B2BE3F,sin_clasificar,0.2442,18186.82,1069,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_F57B8252,607,Matera,ASESOR_1959B8DB,sin_clasificar,0.4477,18166.07,226,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_67EAB6DB,608,Torre Nápoles,ASESOR_BB88CD67,sin_clasificar,0.5842,17964.87,94,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_1DE4D95A,609,Matera,ASESOR_1959B8DB,sin_clasificar,0.4424,17925.99,302,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_1F594DA9,610,Edificio Santa Cruz Infinite,ASESOR_10B2BE3F,sin_clasificar,0.2013,17892.48,2484,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_01CE4B29,611,Edificio Santa Cruz Infinite,ASESOR_10B2BE3F,sin_clasificar,0.2013,17878.83,2413,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_97623535,612,Edificio Saenz,ASESOR_C931A67B,sin_clasificar,0.2401,17851.38,2379,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_55F0124B,613,Torre Nápoles,ASESOR_1959B8DB,sin_clasificar,0.6736,17782.73,263,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_7595DAE9,614,Torre Nápoles,ASESOR_59C3D8E4,sin_clasificar,0.5825,17781.04,46,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_FA7AEC4E,615,Edificio Santa Cruz Infinite,ASESOR_7178B923,sin_clasificar,0.3037,17764.15,2316,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_3DE83925,616,Edificio Cuba Connect,ASESOR_26DEBB0E,sin_clasificar,0.3853,17730.89,1745,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_683D0982,617,Matera,ASESOR_BB88CD67,sin_clasificar,0.3179,17660.27,301,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_85EA151B,618,Edificio Cuba Connect,ASESOR_26DEBB0E,sin_clasificar,0.3513,17546.58,1714,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_EE377871,619,Matera,ASESOR_2660085B,sin_clasificar,0.4511,17523.54,299,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_86A3F9B1,620,Edificio Santa Cruz Infinite,ASESOR_10B2BE3F,sin_clasificar,0.2258,17468.0,2224,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_524148F2,621,Matera,ASESOR_1959B8DB,sin_clasificar,0.4262,17271.66,293,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_90B0CE46,622,Edificio Santa Cruz Infinite,ASESOR_7178B923,sin_clasificar,0.2525,17233.22,1672,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_FC47B34E,623,Edificio Santa Cruz Infinite,ASESOR_7178B923,sin_clasificar,0.2619,17202.65,1767,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_FC71F2D6,624,Edificio Mariategui,ASESOR_7178B923,sin_clasificar,0.4096,16983.88,1383,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_1B3C3358,625,Edificio Santa Cruz Infinite,ASESOR_10B2BE3F,sin_clasificar,0.1966,16744.32,2404,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_AD723F42,626,Edificio Cuba Connect,ASESOR_26DEBB0E,sin_clasificar,0.2447,16736.42,1993,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_87ACB1E1,627,Matera,ASESOR_BB88CD67,sin_clasificar,0.3528,16707.95,219,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_9A35532C,628,Matera,ASESOR_BB88CD67,sin_clasificar,0.2674,16694.9,316,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_67C31233,629,Edificio Santa Cruz Infinite,ASESOR_10B2BE3F,sin_clasificar,0.1966,16658.81,2548,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_1AD269A7,630,Edificio Santa Cruz Infinite,ASESOR_10B2BE3F,sin_clasificar,0.1966,16598.37,2566,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_21900F41,631,Torre Nápoles,ASESOR_2660085B,sin_clasificar,0.5877,16572.23,276,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_7B81EB72,632,Torre Nápoles,ASESOR_1DCEA22A,sin_clasificar,0.6272,16525.92,255,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_3BCC1340,633,Edificio Santa Cruz Infinite,ASESOR_10B2BE3F,sin_clasificar,0.1966,16509.0,2414,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_B6B1B469,634,Edificio Santa Cruz Infinite,ASESOR_10B2BE3F,sin_clasificar,0.1966,16474.54,2543,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_709DF012,635,Edificio Santa Cruz Infinite,ASESOR_10B2BE3F,sin_clasificar,0.1966,16473.06,1276,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_2618182C,636,Edificio Cuba Connect,ASESOR_26DEBB0E,sin_clasificar,0.2873,16370.3,1404,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_02C000A3,637,Edificio Santa Cruz Infinite,ASESOR_7178B923,sin_clasificar,0.2365,16362.48,2309,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_BDA58405,638,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.1698,16313.86,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_F4DD3013,639,Matera,ASESOR_2660085B,sin_clasificar,0.4171,16258.86,298,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_2CFD4B16,640,Matera,ASESOR_C931A67B,sin_clasificar,0.4031,16252.64,32,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_3F1BB7C0,641,Los Jardines de Urteaga,ASESOR_10B2BE3F,sin_clasificar,0.1566,16238.99,1995,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_455AE2DF,642,Los Jardines de Urteaga,ASESOR_10B2BE3F,sin_clasificar,0.1566,16238.99,1898,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_68FCD1EB,643,Matera,ASESOR_B56EAA59,sin_clasificar,0.4012,16158.57,298,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_62E66F3E,644,Matera,ASESOR_B56EAA59,sin_clasificar,0.4,16127.97,312,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_87E50B28,645,Edificio Santa Cruz Infinite,ASESOR_10B2BE3F,sin_clasificar,0.2136,16126.32,1228,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_3C2308B1,646,Matera,ASESOR_B56EAA59,sin_clasificar,0.4,16046.1,312,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_ED0B853B,647,Edificio Mariategui,ASESOR_10B2BE3F,sin_clasificar,0.2259,15992.11,1529,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_86BC00BF,648,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.1697,15897.06,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_C86A2932,649,Edificio Santa Cruz Infinite,ASESOR_10B2BE3F,sin_clasificar,0.2136,15841.15,2408,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_5480AB85,650,Edificio Mariategui,ASESOR_6BEEF0AF,sin_clasificar,0.3562,15766.76,980,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_2099A9B5,651,Fenix,ASESOR_10B2BE3F,sin_clasificar,0.2871,15585.96,590,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_E9AD42E2,652,Matera,ASESOR_26DEBB0E,sin_clasificar,0.3971,15488.83,290,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_83EAF4DC,653,Edificio Cuba Connect,ASESOR_26DEBB0E,sin_clasificar,0.2787,15450.65,1557,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_5F128C83,654,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.1683,15421.02,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_92A6A32F,655,Edificio Santa Cruz Infinite,ASESOR_7178B923,sin_clasificar,0.2355,15390.41,2390,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_9F6CB78C,656,Edificio Santa Cruz Infinite,ASESOR_10B2BE3F,sin_clasificar,0.2095,15378.41,1637,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_D62A7B3D,657,Edificio Santa Cruz Infinite,ASESOR_10B2BE3F,sin_clasificar,0.2095,15363.58,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_24BE8EE7,658,Edificio Urbanzen,ASESOR_10B2BE3F,sin_clasificar,0.3407,15349.35,966,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_C22E1A4A,659,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.1683,15347.65,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_5C17CAC5,660,Tizón y Bueno,ASESOR_10B2BE3F,sin_clasificar,0.3109,15334.62,979,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_FC9E91CC,661,Edificio Mariategui,ASESOR_6BEEF0AF,sin_clasificar,0.3624,15323.03,1174,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_316C0F93,662,Edificio Santa Cruz Infinite,ASESOR_10B2BE3F,sin_clasificar,0.2095,15277.86,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_81F27F8A,663,Edificio Santa Cruz Infinite,ASESOR_10B2BE3F,sin_clasificar,0.2095,15277.86,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_4B8BA4B1,664,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.2429,14939.49,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_09EAC95E,665,Los Jardines de Urteaga,ASESOR_10B2BE3F,sin_clasificar,0.1464,14838.86,2471,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_9AE8F17C,666,Los Jardines de Urteaga,ASESOR_10B2BE3F,sin_clasificar,0.1464,14834.3,2687,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_C7E61682,667,Los Jardines de Urteaga,ASESOR_10B2BE3F,sin_clasificar,0.1464,14834.3,2678,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_8B5551EA,668,Los Jardines de Urteaga,ASESOR_10B2BE3F,sin_clasificar,0.1464,14834.3,2586,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_6F81082B,669,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.1895,14748.74,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_BF31E612,670,Sialia,ASESOR_10B2BE3F,sin_clasificar,0.3038,14581.74,447,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_172E1676,671,Los Jardines de Urteaga,ASESOR_10B2BE3F,sin_clasificar,0.1464,14426.69,2473,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_00BEBC5B,672,Los Jardines de Urteaga,ASESOR_10B2BE3F,sin_clasificar,0.1464,14426.69,2334,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_12F26AF0,673,Los Jardines de Urteaga,ASESOR_10B2BE3F,sin_clasificar,0.1464,14426.69,2199,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_F4466A4B,674,Los Jardines de Urteaga,ASESOR_10B2BE3F,sin_clasificar,0.1464,14423.33,2868,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_8EF532F4,675,Los Jardines de Urteaga,ASESOR_10B2BE3F,sin_clasificar,0.1464,14423.33,2558,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_A440868C,676,Los Jardines de Urteaga,ASESOR_10B2BE3F,sin_clasificar,0.1464,14423.33,2162,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_63DB0204,677,Los Jardines de Urteaga,ASESOR_10B2BE3F,sin_clasificar,0.1464,14423.33,1597,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_2782526E,678,Los Jardines de Urteaga,ASESOR_10B2BE3F,sin_clasificar,0.1484,14412.98,3030,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_CEBE3D9D,679,Matera,ASESOR_C931A67B,sin_clasificar,0.3717,14341.0,360,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_34E2AD7B,680,Los Jardines de Urteaga,ASESOR_10B2BE3F,sin_clasificar,0.1491,14307.88,2334,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_A4C6AF0C,681,Edificio Santa Cruz Infinite,ASESOR_10B2BE3F,sin_clasificar,0.1988,14287.53,2506,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_1C8DCC51,682,Los Jardines de Urteaga,ASESOR_10B2BE3F,sin_clasificar,0.1507,14060.93,2836,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_EC1C7D93,683,Los Jardines de Urteaga,ASESOR_10B2BE3F,sin_clasificar,0.1507,14060.93,2715,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_07BED92A,684,Los Jardines de Urteaga,ASESOR_10B2BE3F,sin_clasificar,0.1507,14060.93,2639,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_10BA045E,685,Edificio Santa Cruz Infinite,ASESOR_10B2BE3F,sin_clasificar,0.1988,14017.95,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_BB9B8EF8,686,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.1662,13992.4,1023,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_162753C2,687,Edificio Santa Cruz Infinite,ASESOR_10B2BE3F,sin_clasificar,0.1988,13947.57,1828,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_C2077253,688,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.17,13859.29,1555,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_1C63ED91,689,Los Jardines de Urteaga,ASESOR_10B2BE3F,sin_clasificar,0.1518,13764.13,2945,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_FC4FB94D,690,Los Jardines de Urteaga,ASESOR_10B2BE3F,sin_clasificar,0.1518,13764.13,2579,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_F6103CA1,691,Los Jardines de Urteaga,ASESOR_10B2BE3F,sin_clasificar,0.1518,13764.13,2545,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_809E63D5,692,Edificio Santa Cruz Infinite,ASESOR_10B2BE3F,sin_clasificar,0.1988,13694.08,1766,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_4CC3D9CB,693,Los Jardines de Urteaga,ASESOR_10B2BE3F,sin_clasificar,0.1507,13674.62,2477,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_8B7FB6AE,694,Los Jardines de Urteaga,ASESOR_10B2BE3F,sin_clasificar,0.1507,13674.62,2476,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_A6C2A232,695,Los Jardines de Urteaga,ASESOR_10B2BE3F,sin_clasificar,0.1507,13674.62,2339,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_11F8E31C,696,Edificio Santa Cruz Infinite,ASESOR_10B2BE3F,sin_clasificar,0.1988,13613.56,1680,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_677FE64A,697,Edificio Santa Cruz Infinite,ASESOR_10B2BE3F,sin_clasificar,0.1988,13568.83,1889,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_D6723FA9,698,Los Jardines de Urteaga,ASESOR_10B2BE3F,sin_clasificar,0.153,13490.24,2486,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_E4C6A9F3,699,Edificio Santa Cruz Infinite,ASESOR_10B2BE3F,sin_clasificar,0.1988,13383.94,1919,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_C9A5DA07,700,Edificio Santa Cruz Infinite,ASESOR_7178B923,sin_clasificar,0.2133,13355.52,2465,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_99EE5022,701,Edificio Cuba Connect,ASESOR_26DEBB0E,sin_clasificar,0.3455,13209.18,2199,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_290A0B92,702,Edificio Cuba Connect,ASESOR_26DEBB0E,sin_clasificar,0.2779,13175.54,1796,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_47FEC9F4,703,Edificio Santa Cruz Infinite,ASESOR_10B2BE3F,sin_clasificar,0.1988,13002.22,1766,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_769E881D,704,Edificio Santa Cruz Infinite,ASESOR_10B2BE3F,sin_clasificar,0.1988,12981.35,1979,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_E4E54940,705,Edificio Santa Cruz Infinite,ASESOR_10B2BE3F,sin_clasificar,0.1988,12981.35,1828,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_BD94717D,706,Los Jardines de Urteaga,ASESOR_10B2BE3F,sin_clasificar,0.1508,12901.81,2934,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_35254AA9,707,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.142,10991.01,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_5B60F221,708,Edificio Cuba Connect,ASESOR_10B2BE3F,sin_clasificar,0.1638,10685.42,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_1706BE6C,709,Edificio Mariategui,ASESOR_10B2BE3F,sin_clasificar,0.2215,10463.71,945,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_92C5FD04,710,Edificio Mariategui,ASESOR_10B2BE3F,sin_clasificar,0.2427,9989.05,1633,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_4EC24A2D,711,Edificio Mariategui,ASESOR_10B2BE3F,sin_clasificar,0.222,9934.76,1007,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_2499D690,712,Edificio Santa Cruz Infinite,ASESOR_10B2BE3F,sin_clasificar,0.1686,9003.58,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_9B09D7F6,713,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.1202,8925.36,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_40F8D6D2,714,Edificio Cuba Connect,ASESOR_10B2BE3F,sin_clasificar,0.1443,8248.37,2481,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_C66BBE9D,715,Edificio Cuba Connect,ASESOR_10B2BE3F,sin_clasificar,0.1443,8248.37,2101,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_35C71BD7,716,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.1152,8142.32,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_2E00B312,717,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.1152,8135.41,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_D536A8C1,718,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.1152,8055.94,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_6C0F3412,719,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.1152,8042.12,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_02837C19,720,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.1152,8012.06,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_D829857E,721,Edificio Saenz,ASESOR_10B2BE3F,sin_clasificar,0.1152,8004.11,906,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
OP_74DE057F,722,Edificio Cuba Connect,ASESOR_10B2BE3F,sin_clasificar,0.141,7835.26,2424,P3_backlog,168,Backlog: no intervenir salvo nueva señal o capacidad disponible.,crm_aggregated_safe
