experiment_id,operation_id,proyecto,asesor_id,canal,prioridad,riesgo_caida,risk_band,valor_esperado_en_riesgo,experiment_arm,eligible,accion_tomada,resultado_7d,resultado_30d,outcome_class_7d,outcome_class_30d,is_positive_30d,is_negative_30d,is_pending_30d,treatment_contacted
riesgo_caida_action_impact_v1,OP_4B09E9F2B1,Sialia,ASESOR_233077BA7F,sin_clasificar,P1,0.538078,high,30026.44,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_03462BB7AE,Modena,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.537358,high,22686.18,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_1B2C988B38,Edificio Urbanzen,ASESOR_DA48A4F817,sin_clasificar,P1,0.536889,high,54521.12,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_FAA6850277,Sialia,ASESOR_233077BA7F,sin_clasificar,P1,0.536864,high,26091.57,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_C13F7D41B6,Edificio Urbanzen,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.536238,high,51719.73,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_1D079D8CC5,Tizón y Bueno,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.534494,high,34571.07,control,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_54A61E6C35,Tizón y Bueno,ASESOR_233077BA7F,sin_clasificar,P1,0.534261,high,34988.73,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_0450F8D5CA,Modena,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.534091,high,21701.92,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_7F56B0356E,Edificio Valdizan,ASESOR_8618B6BE3A,sin_clasificar,P1,0.53378,high,40369.81,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_D731B8B255,Sialia,ASESOR_E5897908D5,sin_clasificar,P1,0.533717,high,38039.6,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_D3CDD9FAA5,Sialia,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.533682,high,35233.38,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_79667A3C1D,Torre Nápoles,ASESOR_233077BA7F,sin_clasificar,P1,0.533032,high,27184.64,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_68EB423A2F,Capadocia,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.532992,high,47266.66,control,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_5AA7DFEEFE,Tizón y Bueno,ASESOR_E05C20E0FE,sin_clasificar,P1,0.531498,high,31148.76,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_4C8BD3787F,Tizón y Bueno,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.531027,high,34106.59,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_E2B08FC308,Modena,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.530747,high,42361.3,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_EB85B49182,Tizón y Bueno,ASESOR_950BED165C,sin_clasificar,P1,0.529674,high,37269.59,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_CDB0D51AF7,Tizón y Bueno,ASESOR_950BED165C,sin_clasificar,P1,0.52947,high,35993.35,control,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_EB78FDABB5,Edificio Valdizan,ASESOR_1265C8A465,sin_clasificar,P1,0.528891,high,39666.85,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_A2C58AC1A8,Alicanto,ASESOR_1265C8A465,sin_clasificar,P1,0.528832,high,41985.66,control,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_3E69FD5F7A,Alicanto,ASESOR_E5897908D5,sin_clasificar,P1,0.528707,high,39764.06,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_CA17668DD9,Edificio Urbanzen,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.528048,high,48316.36,control,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_A4FCAF976A,Edificio Urbanzen,ASESOR_233077BA7F,sin_clasificar,P1,0.527206,high,43099.08,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_2B12120F0A,Edificio Urbanzen,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.527035,high,43862.5,control,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_620550A5AC,Edificio Urbanzen,ASESOR_950BED165C,sin_clasificar,P1,0.526197,high,47902.35,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_2DD88BC53F,Sialia,ASESOR_233077BA7F,sin_clasificar,P1,0.525872,high,33942.43,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_B9CFC1704D,Edificio Mariategui,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.525591,high,40702.43,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_107A664595,Tizón y Bueno,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.525585,high,37201.15,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_B6F3D67436,Tizón y Bueno,ASESOR_233077BA7F,sin_clasificar,P1,0.525571,high,24833.25,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_B4234B73AA,Edificio Urbanzen,ASESOR_3646DCCAA1,sin_clasificar,P1,0.524776,high,44766.64,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_D488795671,Edificio Mariategui,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.524198,high,41314.84,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_B113934D9C,Modena,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.524041,high,44019.43,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_CE03659638,Sialia,ASESOR_9FCF63DC91,sin_clasificar,P1,0.523828,high,37047.68,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_27D7FBFDD7,Tizón y Bueno,ASESOR_233077BA7F,sin_clasificar,P1,0.52332,high,27866.81,control,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_69CE3A582A,Tizón y Bueno,ASESOR_233077BA7F,sin_clasificar,P1,0.522807,high,29800.01,control,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_191D926E75,Edificio Urbanzen,ASESOR_233077BA7F,sin_clasificar,P1,0.522375,high,25544.13,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_8ECEF72401,Sialia,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.522344,high,25594.88,control,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_A8DD9508FC,Sialia,ASESOR_233077BA7F,sin_clasificar,P1,0.521441,high,36475.87,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_BBCEB95195,Modena,ASESOR_E5897908D5,sin_clasificar,P1,0.521317,high,41862.17,control,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_5345E7F98A,Sialia,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.520696,high,31241.77,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_1AFB5AC111,Alicanto,ASESOR_233077BA7F,sin_clasificar,P1,0.520528,high,38961.5,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_A9AF4B782D,Tizón y Bueno,ASESOR_E05C20E0FE,sin_clasificar,P1,0.52025,high,37857.28,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_EC636377A9,Edificio Mariategui,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.520134,high,42809.91,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_86C8A46E3A,Edificio Urbanzen,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.519842,high,48988.94,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_CFBE825681,Fenix,ASESOR_9FCF63DC91,sin_clasificar,P1,0.519421,high,38956.6,control,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_75B2346037,Sialia,ASESOR_9FCF63DC91,sin_clasificar,P1,0.519131,high,32206.64,control,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_55D8F118A6,Tizón y Bueno,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.518732,high,22492.92,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_0D4CAF3EF9,Modena,ASESOR_9FCF63DC91,sin_clasificar,P1,0.518726,high,30112.88,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_ED88C9D01E,Tizón y Bueno,ASESOR_9FCF63DC91,sin_clasificar,P1,0.518476,high,32251.78,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_EEF776CDA5,Sialia,ASESOR_9FCF63DC91,sin_clasificar,P1,0.518324,high,33131.18,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_C418FB2F6E,Edificio Urbanzen,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.518252,high,22932.67,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_7901FBB760,Tizón y Bueno,ASESOR_4A5D5CDFC6,sin_clasificar,P1,0.518115,high,35422.91,control,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_AD7F6D18C4,Sialia,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.518047,high,31771.0,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_A382D19A92,Capadocia,ASESOR_233077BA7F,sin_clasificar,P1,0.517333,high,39106.48,control,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_BE6401AB7F,Capadocia,ASESOR_950BED165C,sin_clasificar,P1,0.51613,high,25836.2,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_CB9D6296E3,Tizón y Bueno,ASESOR_950BED165C,sin_clasificar,P1,0.515913,high,24658.74,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_631326DC3B,Tizón y Bueno,ASESOR_950BED165C,sin_clasificar,P1,0.515842,high,31700.2,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_65E72C441D,Modena,ASESOR_9FCF63DC91,sin_clasificar,P1,0.515795,high,32260.67,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_283E92744D,Modena,ASESOR_233077BA7F,sin_clasificar,P1,0.515725,high,30309.16,control,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_BB035FFF05,Modena,ASESOR_233077BA7F,sin_clasificar,P1,0.515725,high,30169.92,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_2D642DD8E4,Torre Nápoles,ASESOR_950BED165C,sin_clasificar,P1,0.515473,high,22943.25,control,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_636E12CE16,Tizón y Bueno,ASESOR_9FCF63DC91,sin_clasificar,P1,0.514528,high,31573.15,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_24A6B51C76,Edificio Urbanzen,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.51415,high,45641.29,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_509DC418E1,Tizón y Bueno,ASESOR_9FCF63DC91,sin_clasificar,P1,0.513955,high,37207.54,control,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_5520347C84,Sialia,ASESOR_DA48A4F817,sin_clasificar,P1,0.513863,high,29395.0,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_1DB0BB88AC,Sialia,ASESOR_950BED165C,sin_clasificar,P1,0.5138,high,30851.18,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_0CDA497E63,Tizón y Bueno,ASESOR_233077BA7F,sin_clasificar,P1,0.512563,high,24690.53,control,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_E0FCD09E81,Capadocia,ASESOR_1265C8A465,sin_clasificar,P1,0.512517,high,55445.76,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_2909E361A7,Tizón y Bueno,ASESOR_9FCF63DC91,sin_clasificar,P1,0.510135,high,34382.84,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_95B8A3AB74,Tizón y Bueno,ASESOR_9FCF63DC91,sin_clasificar,P1,0.510135,high,33350.66,control,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_9898E496BE,Torre Nápoles,ASESOR_DA48A4F817,sin_clasificar,P1,0.509681,high,23088.52,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_EC5B9C831A,Edificio Urbanzen,ASESOR_E5897908D5,sin_clasificar,P1,0.509573,high,43121.32,control,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_E0C7A9664C,Tizón y Bueno,ASESOR_9FCF63DC91,sin_clasificar,P1,0.508664,high,31213.3,control,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_7F3B42473C,Fenix,ASESOR_E05C20E0FE,sin_clasificar,P1,0.508514,high,22501.76,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_F553232B63,Edificio Mariategui,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.508455,high,40557.28,control,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_A286602016,Torre Nápoles,ASESOR_E5897908D5,sin_clasificar,P1,0.508196,high,23783.59,control,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_DBD976B586,Torre Nápoles,ASESOR_E5897908D5,sin_clasificar,P1,0.508196,high,23631.14,control,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_D342989E2A,Sialia,ASESOR_9FCF63DC91,sin_clasificar,P1,0.507759,high,33318.46,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_42DC9F5AC8,Alicanto,ASESOR_233077BA7F,sin_clasificar,P1,0.507614,high,34492.38,control,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_5D66F3D9F6,Tizón y Bueno,ASESOR_9FCF63DC91,sin_clasificar,P1,0.507536,high,35354.38,control,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_94C634AD64,Edificio Urbanzen,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.507341,high,44653.5,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_3D762BCC1B,Torre Nápoles,ASESOR_9FCF63DC91,sin_clasificar,P1,0.506442,high,23771.93,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_DD1436CAC7,Torre Nápoles,ASESOR_E5897908D5,sin_clasificar,P1,0.506331,high,23924.15,control,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_6EDF1238BF,Modena,ASESOR_233077BA7F,sin_clasificar,P1,0.505913,high,32631.39,control,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_38012BFBD6,Matera,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.505531,high,43516.63,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_09E35D8212,Sialia,ASESOR_9FCF63DC91,sin_clasificar,P1,0.505357,high,31610.07,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_B4E7FD7ABA,Modena,ASESOR_E05C20E0FE,sin_clasificar,P1,0.505014,high,23744.58,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_C9508289D7,Tizón y Bueno,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.505001,high,35191.64,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_4CB073CA83,Fenix,ASESOR_233077BA7F,sin_clasificar,P1,0.504457,high,31016.54,control,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_732038CA42,Torre Nápoles,ASESOR_9FCF63DC91,sin_clasificar,P1,0.50438,high,29931.4,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_C302662E13,Modena,ASESOR_F59A4378D8,sin_clasificar,P1,0.503506,high,39500.03,control,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_E631EDE32C,Fenix,ASESOR_233077BA7F,sin_clasificar,P1,0.502488,high,30119.14,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_E01F054C44,Tizón y Bueno,ASESOR_CA5A1E2E4E,sin_clasificar,P1,0.502476,high,25788.17,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_29E81F1DB0,Tizón y Bueno,ASESOR_233077BA7F,sin_clasificar,P1,0.502433,high,24116.78,control,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_F5B0B41111,Edificio Urbanzen,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.502285,high,23763.54,control,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_4026068223,Torre Nápoles,ASESOR_DA48A4F817,sin_clasificar,P1,0.501574,high,21442.27,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_DAE4FDE2D5,Capadocia,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.500846,high,37915.81,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_4D3AD9049E,Torre Nápoles,ASESOR_E5897908D5,sin_clasificar,P1,0.500183,high,27760.17,control,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_52727DF709,Torre Nápoles,ASESOR_DA48A4F817,sin_clasificar,P2,0.49978,medium,20602.11,not_eligible,False,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_40C8506FDD,Alicanto,ASESOR_233077BA7F,sin_clasificar,P2,0.499101,medium,27101.16,not_eligible,False,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_81FD980005,Modena,ASESOR_9FCF63DC91,sin_clasificar,P2,0.498151,medium,25513.62,not_eligible,False,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_7BCDCF55F6,Edificio Urbanzen,ASESOR_9FCF63DC91,sin_clasificar,P2,0.497278,medium,25314.96,not_eligible,False,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_92EB2BA669,Edificio Urbanzen,ASESOR_9FCF63DC91,sin_clasificar,P2,0.497278,medium,24988.24,not_eligible,False,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_4588246761,Fenix,ASESOR_9FCF63DC91,sin_clasificar,P2,0.497048,medium,29936.76,not_eligible,False,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_F47BC4CAF0,Modena,ASESOR_233077BA7F,sin_clasificar,P2,0.496976,medium,31294.57,not_eligible,False,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_F8133E1188,Edificio Urbanzen,ASESOR_E5897908D5,sin_clasificar,P2,0.496174,medium,40934.37,not_eligible,False,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_41477A2210,Sialia,ASESOR_DA48A4F817,sin_clasificar,P2,0.496165,medium,24960.45,not_eligible,False,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_A195EE7D59,Modena,ASESOR_E05C20E0FE,sin_clasificar,P2,0.495906,medium,30298.84,not_eligible,False,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_F52FCCEEDE,Torre Nápoles,ASESOR_7B5A7F5FB0,sin_clasificar,P2,0.495676,medium,22954.18,not_eligible,False,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_366D0D3DBE,Sialia,ASESOR_C6B4E60323,sin_clasificar,P2,0.495517,medium,23948.35,not_eligible,False,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_F2D4EA85E9,Tizón y Bueno,ASESOR_950BED165C,sin_clasificar,P2,0.494916,medium,29101.06,not_eligible,False,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_70FBB348BF,Fenix,ASESOR_233077BA7F,sin_clasificar,P2,0.494288,medium,25579.43,not_eligible,False,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_33ABA3E4B9,Tizón y Bueno,ASESOR_E05C20E0FE,sin_clasificar,P2,0.494008,medium,34901.63,not_eligible,False,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_957C43D168,Edificio Urbanzen,ASESOR_9FCF63DC91,sin_clasificar,P2,0.493641,medium,37198.21,not_eligible,False,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_FFE9B3FED4,Tizón y Bueno,ASESOR_950BED165C,sin_clasificar,P2,0.493424,medium,34046.26,not_eligible,False,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_13E285AA8B,Fenix,ASESOR_7B5A7F5FB0,sin_clasificar,P2,0.492585,medium,31929.38,not_eligible,False,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_56CD112657,Edificio Urbanzen,ASESOR_7B5A7F5FB0,sin_clasificar,P2,0.492575,medium,26083.28,not_eligible,False,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_17EE13F2AE,Edificio Urbanzen,ASESOR_DA48A4F817,sin_clasificar,P2,0.491705,medium,45175.38,not_eligible,False,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_45B93E8CEE,Alicanto,ASESOR_E05C20E0FE,sin_clasificar,P2,0.491674,medium,36657.92,not_eligible,False,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_F7B1CCD39E,Sialia,ASESOR_C6B4E60323,sin_clasificar,P2,0.491659,medium,24093.75,not_eligible,False,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_B9C197D792,Tizón y Bueno,ASESOR_950BED165C,sin_clasificar,P2,0.49164,medium,33677.6,not_eligible,False,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_187F2EA101,Tizón y Bueno,ASESOR_233077BA7F,sin_clasificar,P2,0.491559,medium,25636.68,not_eligible,False,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_B7D068D30D,Tizón y Bueno,ASESOR_9FCF63DC91,sin_clasificar,P2,0.490731,medium,30916.04,not_eligible,False,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_1182DBBE38,Matera,ASESOR_F59A4378D8,sin_clasificar,P2,0.489627,medium,47618.57,not_eligible,False,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_04CB816228,Tizón y Bueno,ASESOR_9FCF63DC91,sin_clasificar,P2,0.489531,medium,32309.04,not_eligible,False,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_3E9BC98FB4,Sialia,ASESOR_C6B4E60323,sin_clasificar,P2,0.489452,medium,27190.29,not_eligible,False,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_051F24C2D1,Modena,ASESOR_E05C20E0FE,sin_clasificar,P2,0.489241,medium,36693.06,not_eligible,False,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_AABC294093,Sialia,ASESOR_7B5A7F5FB0,sin_clasificar,P2,0.489038,medium,24427.47,not_eligible,False,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
