experiment_id,operation_id,proyecto,asesor_id,canal,prioridad,riesgo_caida,risk_band,valor_esperado_en_riesgo,experiment_arm,eligible,accion_tomada,resultado_7d,resultado_30d,outcome_class_7d,outcome_class_30d,is_positive_30d,is_negative_30d,is_pending_30d,treatment_contacted
riesgo_caida_action_impact_v1,OP_BCEFB0FE03,Edificio Mariategui,ASESOR_1265C8A465,sin_clasificar,P1,0.606134,high,53184.77,control,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_C737755DF3,Edificio Valdizan,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.602727,high,47455.73,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_6827351FF8,Torre Nápoles,ASESOR_9FCF63DC91,sin_clasificar,P1,0.599748,high,21535.32,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_09E99E9638,Torre Nápoles,ASESOR_9FCF63DC91,sin_clasificar,P1,0.599748,high,19783.43,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_FB774326D4,Sialia,ASESOR_E5897908D5,sin_clasificar,P1,0.598869,high,22008.44,control,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_8FC2612D8D,Sialia,ASESOR_950BED165C,sin_clasificar,P1,0.597807,high,23447.19,control,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_AE51023B0C,Alicanto,ASESOR_233077BA7F,sin_clasificar,P1,0.596297,high,47960.18,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_3ECF71FAC4,Tizón y Bueno,ASESOR_C6B4E60323,sin_clasificar,P1,0.596205,high,48203.17,control,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_1EB3A6F13A,Tizón y Bueno,ASESOR_1265C8A465,sin_clasificar,P1,0.592285,high,45567.02,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_709AB61855,Modena,ASESOR_E5897908D5,sin_clasificar,P1,0.591933,high,22197.48,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_C758B19EEC,Edificio Valdizan,ASESOR_1265C8A465,sin_clasificar,P1,0.589331,high,54122.65,control,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_5AA8050BB5,Torre Nápoles,ASESOR_E5897908D5,sin_clasificar,P1,0.588824,high,19872.82,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
riesgo_caida_action_impact_v1,OP_8A2CA303BF,Sialia,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.588774,high,44806.02,treatment,True,pendiente,pendiente,pendiente,pending,pending,0,0,1,0
