experiment_id,operation_id,assigned_at,proyecto,asesor_id,canal,prioridad,riesgo_caida,risk_band,valor_esperado_en_riesgo,accion_recomendada,eligible,experiment_arm,assignment_score,holdout_reason,data_mode
riesgo_caida_action_impact_v1,OP_2D642DD8E4,2026-07-05T01:23:32.267615+00:00,Torre Nápoles,ASESOR_950BED165C,sin_clasificar,P1,0.515473,high,22943.25,Contactar en 24h y confirmar siguiente hito de cierre.,True,control,0.999721,holdout_control_para_medir_impacto,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_636E12CE16,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_9FCF63DC91,sin_clasificar,P1,0.514528,high,31573.15,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.438303,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_24A6B51C76,2026-07-05T01:23:32.267615+00:00,Edificio Urbanzen,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.51415,high,45641.29,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.545689,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_509DC418E1,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_9FCF63DC91,sin_clasificar,P1,0.513955,high,37207.54,Contactar en 24h y confirmar siguiente hito de cierre.,True,control,0.897347,holdout_control_para_medir_impacto,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_5520347C84,2026-07-05T01:23:32.267615+00:00,Sialia,ASESOR_DA48A4F817,sin_clasificar,P1,0.513863,high,29395.0,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.001192,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_1DB0BB88AC,2026-07-05T01:23:32.267615+00:00,Sialia,ASESOR_950BED165C,sin_clasificar,P1,0.5138,high,30851.18,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.068853,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_0CDA497E63,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_233077BA7F,sin_clasificar,P1,0.512563,high,24690.53,Contactar en 24h y confirmar siguiente hito de cierre.,True,control,0.767848,holdout_control_para_medir_impacto,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_E0FCD09E81,2026-07-05T01:23:32.267615+00:00,Capadocia,ASESOR_1265C8A465,sin_clasificar,P1,0.512517,high,55445.76,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.246066,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_2909E361A7,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_9FCF63DC91,sin_clasificar,P1,0.510135,high,34382.84,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.100055,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_95B8A3AB74,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_9FCF63DC91,sin_clasificar,P1,0.510135,high,33350.66,Contactar en 24h y confirmar siguiente hito de cierre.,True,control,0.709877,holdout_control_para_medir_impacto,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_9898E496BE,2026-07-05T01:23:32.267615+00:00,Torre Nápoles,ASESOR_DA48A4F817,sin_clasificar,P1,0.509681,high,23088.52,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.137696,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_EC5B9C831A,2026-07-05T01:23:32.267615+00:00,Edificio Urbanzen,ASESOR_E5897908D5,sin_clasificar,P1,0.509573,high,43121.32,Contactar en 24h y confirmar siguiente hito de cierre.,True,control,0.749542,holdout_control_para_medir_impacto,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_E0C7A9664C,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_9FCF63DC91,sin_clasificar,P1,0.508664,high,31213.3,Contactar en 24h y confirmar siguiente hito de cierre.,True,control,0.800353,holdout_control_para_medir_impacto,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_7F3B42473C,2026-07-05T01:23:32.267615+00:00,Fenix,ASESOR_E05C20E0FE,sin_clasificar,P1,0.508514,high,22501.76,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.564558,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_F553232B63,2026-07-05T01:23:32.267615+00:00,Edificio Mariategui,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.508455,high,40557.28,Contactar en 24h y confirmar siguiente hito de cierre.,True,control,0.901682,holdout_control_para_medir_impacto,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_A286602016,2026-07-05T01:23:32.267615+00:00,Torre Nápoles,ASESOR_E5897908D5,sin_clasificar,P1,0.508196,high,23783.59,Contactar en 24h y confirmar siguiente hito de cierre.,True,control,0.706492,holdout_control_para_medir_impacto,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_DBD976B586,2026-07-05T01:23:32.267615+00:00,Torre Nápoles,ASESOR_E5897908D5,sin_clasificar,P1,0.508196,high,23631.14,Contactar en 24h y confirmar siguiente hito de cierre.,True,control,0.712363,holdout_control_para_medir_impacto,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_D342989E2A,2026-07-05T01:23:32.267615+00:00,Sialia,ASESOR_9FCF63DC91,sin_clasificar,P1,0.507759,high,33318.46,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.053595,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_42DC9F5AC8,2026-07-05T01:23:32.267615+00:00,Alicanto,ASESOR_233077BA7F,sin_clasificar,P1,0.507614,high,34492.38,Contactar en 24h y confirmar siguiente hito de cierre.,True,control,0.996644,holdout_control_para_medir_impacto,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_5D66F3D9F6,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_9FCF63DC91,sin_clasificar,P1,0.507536,high,35354.38,Contactar en 24h y confirmar siguiente hito de cierre.,True,control,0.787521,holdout_control_para_medir_impacto,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_94C634AD64,2026-07-05T01:23:32.267615+00:00,Edificio Urbanzen,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.507341,high,44653.5,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.386298,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_3D762BCC1B,2026-07-05T01:23:32.267615+00:00,Torre Nápoles,ASESOR_9FCF63DC91,sin_clasificar,P1,0.506442,high,23771.93,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.017019,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_DD1436CAC7,2026-07-05T01:23:32.267615+00:00,Torre Nápoles,ASESOR_E5897908D5,sin_clasificar,P1,0.506331,high,23924.15,Contactar en 24h y confirmar siguiente hito de cierre.,True,control,0.772523,holdout_control_para_medir_impacto,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_6EDF1238BF,2026-07-05T01:23:32.267615+00:00,Modena,ASESOR_233077BA7F,sin_clasificar,P1,0.505913,high,32631.39,Contactar en 24h y confirmar siguiente hito de cierre.,True,control,0.928231,holdout_control_para_medir_impacto,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_38012BFBD6,2026-07-05T01:23:32.267615+00:00,Matera,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.505531,high,43516.63,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.142386,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_09E35D8212,2026-07-05T01:23:32.267615+00:00,Sialia,ASESOR_9FCF63DC91,sin_clasificar,P1,0.505357,high,31610.07,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.308099,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_B4E7FD7ABA,2026-07-05T01:23:32.267615+00:00,Modena,ASESOR_E05C20E0FE,sin_clasificar,P1,0.505014,high,23744.58,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.28755,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_C9508289D7,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.505001,high,35191.64,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.253596,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_4CB073CA83,2026-07-05T01:23:32.267615+00:00,Fenix,ASESOR_233077BA7F,sin_clasificar,P1,0.504457,high,31016.54,Contactar en 24h y confirmar siguiente hito de cierre.,True,control,0.917635,holdout_control_para_medir_impacto,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_732038CA42,2026-07-05T01:23:32.267615+00:00,Torre Nápoles,ASESOR_9FCF63DC91,sin_clasificar,P1,0.50438,high,29931.4,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.249837,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_C302662E13,2026-07-05T01:23:32.267615+00:00,Modena,ASESOR_F59A4378D8,sin_clasificar,P1,0.503506,high,39500.03,Contactar en 24h y confirmar siguiente hito de cierre.,True,control,0.905625,holdout_control_para_medir_impacto,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_E631EDE32C,2026-07-05T01:23:32.267615+00:00,Fenix,ASESOR_233077BA7F,sin_clasificar,P1,0.502488,high,30119.14,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.421228,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_E01F054C44,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_CA5A1E2E4E,sin_clasificar,P1,0.502476,high,25788.17,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.047991,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_29E81F1DB0,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_233077BA7F,sin_clasificar,P1,0.502433,high,24116.78,Contactar en 24h y confirmar siguiente hito de cierre.,True,control,0.801339,holdout_control_para_medir_impacto,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_F5B0B41111,2026-07-05T01:23:32.267615+00:00,Edificio Urbanzen,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.502285,high,23763.54,Contactar en 24h y confirmar siguiente hito de cierre.,True,control,0.854817,holdout_control_para_medir_impacto,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_4026068223,2026-07-05T01:23:32.267615+00:00,Torre Nápoles,ASESOR_DA48A4F817,sin_clasificar,P1,0.501574,high,21442.27,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.371926,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_DAE4FDE2D5,2026-07-05T01:23:32.267615+00:00,Capadocia,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.500846,high,37915.81,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.307124,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_4D3AD9049E,2026-07-05T01:23:32.267615+00:00,Torre Nápoles,ASESOR_E5897908D5,sin_clasificar,P1,0.500183,high,27760.17,Contactar en 24h y confirmar siguiente hito de cierre.,True,control,0.947129,holdout_control_para_medir_impacto,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_52727DF709,2026-07-05T01:23:32.267615+00:00,Torre Nápoles,ASESOR_DA48A4F817,sin_clasificar,P2,0.49978,medium,20602.11,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.412632,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_40C8506FDD,2026-07-05T01:23:32.267615+00:00,Alicanto,ASESOR_233077BA7F,sin_clasificar,P2,0.499101,medium,27101.16,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.62838,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_81FD980005,2026-07-05T01:23:32.267615+00:00,Modena,ASESOR_9FCF63DC91,sin_clasificar,P2,0.498151,medium,25513.62,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.312856,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_7BCDCF55F6,2026-07-05T01:23:32.267615+00:00,Edificio Urbanzen,ASESOR_9FCF63DC91,sin_clasificar,P2,0.497278,medium,25314.96,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.153118,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_92EB2BA669,2026-07-05T01:23:32.267615+00:00,Edificio Urbanzen,ASESOR_9FCF63DC91,sin_clasificar,P2,0.497278,medium,24988.24,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.648208,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_4588246761,2026-07-05T01:23:32.267615+00:00,Fenix,ASESOR_9FCF63DC91,sin_clasificar,P2,0.497048,medium,29936.76,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.622575,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_F47BC4CAF0,2026-07-05T01:23:32.267615+00:00,Modena,ASESOR_233077BA7F,sin_clasificar,P2,0.496976,medium,31294.57,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.037405,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_F8133E1188,2026-07-05T01:23:32.267615+00:00,Edificio Urbanzen,ASESOR_E5897908D5,sin_clasificar,P2,0.496174,medium,40934.37,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.239436,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_41477A2210,2026-07-05T01:23:32.267615+00:00,Sialia,ASESOR_DA48A4F817,sin_clasificar,P2,0.496165,medium,24960.45,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.290416,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_A195EE7D59,2026-07-05T01:23:32.267615+00:00,Modena,ASESOR_E05C20E0FE,sin_clasificar,P2,0.495906,medium,30298.84,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.072405,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_F52FCCEEDE,2026-07-05T01:23:32.267615+00:00,Torre Nápoles,ASESOR_7B5A7F5FB0,sin_clasificar,P2,0.495676,medium,22954.18,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.107945,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_366D0D3DBE,2026-07-05T01:23:32.267615+00:00,Sialia,ASESOR_C6B4E60323,sin_clasificar,P2,0.495517,medium,23948.35,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.91149,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_F2D4EA85E9,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_950BED165C,sin_clasificar,P2,0.494916,medium,29101.06,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.671593,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_70FBB348BF,2026-07-05T01:23:32.267615+00:00,Fenix,ASESOR_233077BA7F,sin_clasificar,P2,0.494288,medium,25579.43,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.125657,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_33ABA3E4B9,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_E05C20E0FE,sin_clasificar,P2,0.494008,medium,34901.63,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.427452,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_957C43D168,2026-07-05T01:23:32.267615+00:00,Edificio Urbanzen,ASESOR_9FCF63DC91,sin_clasificar,P2,0.493641,medium,37198.21,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.17551,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_FFE9B3FED4,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_950BED165C,sin_clasificar,P2,0.493424,medium,34046.26,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.230328,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_13E285AA8B,2026-07-05T01:23:32.267615+00:00,Fenix,ASESOR_7B5A7F5FB0,sin_clasificar,P2,0.492585,medium,31929.38,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.598249,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_56CD112657,2026-07-05T01:23:32.267615+00:00,Edificio Urbanzen,ASESOR_7B5A7F5FB0,sin_clasificar,P2,0.492575,medium,26083.28,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.041943,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_17EE13F2AE,2026-07-05T01:23:32.267615+00:00,Edificio Urbanzen,ASESOR_DA48A4F817,sin_clasificar,P2,0.491705,medium,45175.38,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.749792,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_45B93E8CEE,2026-07-05T01:23:32.267615+00:00,Alicanto,ASESOR_E05C20E0FE,sin_clasificar,P2,0.491674,medium,36657.92,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.291153,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_F7B1CCD39E,2026-07-05T01:23:32.267615+00:00,Sialia,ASESOR_C6B4E60323,sin_clasificar,P2,0.491659,medium,24093.75,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.120091,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_B9C197D792,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_950BED165C,sin_clasificar,P2,0.49164,medium,33677.6,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.078152,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_187F2EA101,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_233077BA7F,sin_clasificar,P2,0.491559,medium,25636.68,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.129374,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_B7D068D30D,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_9FCF63DC91,sin_clasificar,P2,0.490731,medium,30916.04,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.037161,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_1182DBBE38,2026-07-05T01:23:32.267615+00:00,Matera,ASESOR_F59A4378D8,sin_clasificar,P2,0.489627,medium,47618.57,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.271516,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_04CB816228,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_9FCF63DC91,sin_clasificar,P2,0.489531,medium,32309.04,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.634761,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_3E9BC98FB4,2026-07-05T01:23:32.267615+00:00,Sialia,ASESOR_C6B4E60323,sin_clasificar,P2,0.489452,medium,27190.29,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.821006,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_051F24C2D1,2026-07-05T01:23:32.267615+00:00,Modena,ASESOR_E05C20E0FE,sin_clasificar,P2,0.489241,medium,36693.06,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.714003,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_AABC294093,2026-07-05T01:23:32.267615+00:00,Sialia,ASESOR_7B5A7F5FB0,sin_clasificar,P2,0.489038,medium,24427.47,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.966998,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_FBF707F689,2026-07-05T01:23:32.267615+00:00,Sialia,ASESOR_E5897908D5,sin_clasificar,P2,0.488425,medium,27473.91,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.675795,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_5BB7FF064C,2026-07-05T01:23:32.267615+00:00,Sialia,ASESOR_E5897908D5,sin_clasificar,P2,0.487569,medium,25597.39,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.185454,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_2F19B2DB34,2026-07-05T01:23:32.267615+00:00,Sialia,ASESOR_C6B4E60323,sin_clasificar,P2,0.486797,medium,24808.41,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.174143,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_D171317A17,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_7B5A7F5FB0,sin_clasificar,P2,0.486685,medium,26103.61,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.531215,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_7711C622FA,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_950BED165C,sin_clasificar,P2,0.486611,medium,24091.49,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.075147,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_396B7AA030,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_7B5A7F5FB0,sin_clasificar,P2,0.485853,medium,23504.18,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.771627,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_A6ED3E1D93,2026-07-05T01:23:32.267615+00:00,Fenix,ASESOR_E05C20E0FE,sin_clasificar,P2,0.485802,medium,21861.07,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.760707,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_95728EABF3,2026-07-05T01:23:32.267615+00:00,Fenix,ASESOR_E05C20E0FE,sin_clasificar,P2,0.485287,medium,21837.93,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.741869,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_51503058D5,2026-07-05T01:23:32.267615+00:00,Matera,ASESOR_1265C8A465,sin_clasificar,P2,0.484324,medium,37777.28,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.520194,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_BD7D02DF74,2026-07-05T01:23:32.267615+00:00,Fenix,ASESOR_4A5D5CDFC6,sin_clasificar,P2,0.484117,medium,31909.43,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.320649,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_56F8BD64B9,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_9FCF63DC91,sin_clasificar,P2,0.483824,medium,33819.29,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.863473,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_957C00E44B,2026-07-05T01:23:32.267615+00:00,Matera,ASESOR_7B5A7F5FB0,sin_clasificar,P2,0.483587,medium,46189.01,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.14894,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_65FD3CE15A,2026-07-05T01:23:32.267615+00:00,Modena,ASESOR_7B5A7F5FB0,sin_clasificar,P2,0.483361,medium,27497.66,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.32561,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_F55B7B6301,2026-07-05T01:23:32.267615+00:00,Capadocia,ASESOR_950BED165C,sin_clasificar,P2,0.483092,medium,24224.08,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.489486,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_8710F5883A,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_7B5A7F5FB0,sin_clasificar,P2,0.482705,medium,23839.63,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.001893,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_6F7FCDC174,2026-07-05T01:23:32.267615+00:00,Modena,ASESOR_233077BA7F,sin_clasificar,P2,0.481916,medium,35488.95,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.782939,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_5255583249,2026-07-05T01:23:32.267615+00:00,Sialia,ASESOR_DA48A4F817,sin_clasificar,P2,0.481691,medium,28440.77,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.499492,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_2BD43A3853,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_7B5A7F5FB0,sin_clasificar,P2,0.481284,medium,25383.38,Monitorear en 72h y actualizar estado comercial.,False,not_eligible,0.447138,prioridad_no_elegible,real_source:ranking_operaciones_riesgo_caida.parquet
