experiment_id,operation_id,assigned_at,proyecto,asesor_id,canal,prioridad,riesgo_caida,risk_band,valor_esperado_en_riesgo,accion_recomendada,eligible,experiment_arm,assignment_score,holdout_reason,data_mode
riesgo_caida_action_impact_v1,OP_78583102FF,2026-07-05T01:23:32.267615+00:00,Alicanto,ASESOR_CF9D39A66F,sin_clasificar,P1,0.551645,high,21754.1,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.273917,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_F60717332F,2026-07-05T01:23:32.267615+00:00,Modena,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.550766,high,23844.96,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.455982,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_8B515C529C,2026-07-05T01:23:32.267615+00:00,Modena,ASESOR_E5897908D5,sin_clasificar,P1,0.549489,high,54316.95,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.296415,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_F6D4FF0E86,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.549094,high,39355.53,Contactar en 24h y confirmar siguiente hito de cierre.,True,control,0.782329,holdout_control_para_medir_impacto,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_3AB3A2317E,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_9FCF63DC91,sin_clasificar,P1,0.548901,high,33157.19,Contactar en 24h y confirmar siguiente hito de cierre.,True,control,0.859715,holdout_control_para_medir_impacto,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_92977BE029,2026-07-05T01:23:32.267615+00:00,Alicanto,ASESOR_9FCF63DC91,sin_clasificar,P1,0.548609,high,21272.15,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.397244,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_D33D3526F1,2026-07-05T01:23:32.267615+00:00,Capadocia,ASESOR_E5897908D5,sin_clasificar,P1,0.548602,high,53050.69,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.584331,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_99E7EFF06E,2026-07-05T01:23:32.267615+00:00,Capadocia,ASESOR_E5897908D5,sin_clasificar,P1,0.548096,high,52123.89,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.011517,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_D378D379DD,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_9FCF63DC91,sin_clasificar,P1,0.548007,high,34288.89,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.133179,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_2EACE88E0D,2026-07-05T01:23:32.267615+00:00,Capadocia,ASESOR_1265C8A465,sin_clasificar,P1,0.546627,high,53050.15,Contactar en 24h y confirmar siguiente hito de cierre.,True,control,0.877377,holdout_control_para_medir_impacto,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_79F694258C,2026-07-05T01:23:32.267615+00:00,Matera,ASESOR_950BED165C,sin_clasificar,P1,0.545589,high,76219.75,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.224468,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_3FFC11E754,2026-07-05T01:23:32.267615+00:00,Torre Nápoles,ASESOR_E5897908D5,sin_clasificar,P1,0.544986,high,24033.88,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.006209,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_9D3BBD6DB9,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_C6B4E60323,sin_clasificar,P1,0.544408,high,39319.9,Contactar en 24h y confirmar siguiente hito de cierre.,True,control,0.916326,holdout_control_para_medir_impacto,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_CFD03D3E0B,2026-07-05T01:23:32.267615+00:00,Sialia,ASESOR_233077BA7F,sin_clasificar,P1,0.544365,high,33070.17,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.191023,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_CEEA3B5AEF,2026-07-05T01:23:32.267615+00:00,Capadocia,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.544168,high,48566.89,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.519696,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_09F493191B,2026-07-05T01:23:32.267615+00:00,Edificio Urbanzen,ASESOR_C6B4E60323,sin_clasificar,P1,0.543457,high,45780.84,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.529933,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_51DBAD0494,2026-07-05T01:23:32.267615+00:00,Capadocia,ASESOR_950BED165C,sin_clasificar,P1,0.542917,high,44017.59,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.4093,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_24395CB4B5,2026-07-05T01:23:32.267615+00:00,Edificio Urbanzen,ASESOR_233077BA7F,sin_clasificar,P1,0.542569,high,51679.7,Contactar en 24h y confirmar siguiente hito de cierre.,True,control,0.710861,holdout_control_para_medir_impacto,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_D255F416AA,2026-07-05T01:23:32.267615+00:00,Sialia,ASESOR_233077BA7F,sin_clasificar,P1,0.54253,high,31819.4,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.630045,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_089436D81C,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_E05C20E0FE,sin_clasificar,P1,0.541755,high,32674.58,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.507799,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_7AD73554C7,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_1265C8A465,sin_clasificar,P1,0.541107,high,43802.12,Contactar en 24h y confirmar siguiente hito de cierre.,True,control,0.835576,holdout_control_para_medir_impacto,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_B87CB710E2,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_1265C8A465,sin_clasificar,P1,0.540988,high,41953.63,Contactar en 24h y confirmar siguiente hito de cierre.,True,control,0.80025,holdout_control_para_medir_impacto,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_C87598B86B,2026-07-05T01:23:32.267615+00:00,Sialia,ASESOR_233077BA7F,sin_clasificar,P1,0.540439,high,33593.67,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.412695,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_2EF88ABD0B,2026-07-05T01:23:32.267615+00:00,Sialia,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.540174,high,37624.27,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.676939,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_35B63EF665,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_9FCF63DC91,sin_clasificar,P1,0.539624,high,36408.26,Contactar en 24h y confirmar siguiente hito de cierre.,True,control,0.789077,holdout_control_para_medir_impacto,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_D2CB056E7D,2026-07-05T01:23:32.267615+00:00,Edificio Urbanzen,ASESOR_4A5D5CDFC6,sin_clasificar,P1,0.539477,high,24276.48,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.643429,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_16B4D17600,2026-07-05T01:23:32.267615+00:00,Edificio Urbanzen,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.53826,high,48233.51,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.114538,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_A48AF23367,2026-07-05T01:23:32.267615+00:00,Sialia,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.538229,high,39659.16,Contactar en 24h y confirmar siguiente hito de cierre.,True,control,0.75466,holdout_control_para_medir_impacto,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_4B09E9F2B1,2026-07-05T01:23:32.267615+00:00,Sialia,ASESOR_233077BA7F,sin_clasificar,P1,0.538078,high,30026.44,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.072313,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_03462BB7AE,2026-07-05T01:23:32.267615+00:00,Modena,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.537358,high,22686.18,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.498061,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_1B2C988B38,2026-07-05T01:23:32.267615+00:00,Edificio Urbanzen,ASESOR_DA48A4F817,sin_clasificar,P1,0.536889,high,54521.12,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.033819,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_FAA6850277,2026-07-05T01:23:32.267615+00:00,Sialia,ASESOR_233077BA7F,sin_clasificar,P1,0.536864,high,26091.57,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.30117,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_C13F7D41B6,2026-07-05T01:23:32.267615+00:00,Edificio Urbanzen,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.536238,high,51719.73,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.209765,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_1D079D8CC5,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.534494,high,34571.07,Contactar en 24h y confirmar siguiente hito de cierre.,True,control,0.892595,holdout_control_para_medir_impacto,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_54A61E6C35,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_233077BA7F,sin_clasificar,P1,0.534261,high,34988.73,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.307697,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_0450F8D5CA,2026-07-05T01:23:32.267615+00:00,Modena,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.534091,high,21701.92,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.239526,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_7F56B0356E,2026-07-05T01:23:32.267615+00:00,Edificio Valdizan,ASESOR_8618B6BE3A,sin_clasificar,P1,0.53378,high,40369.81,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.428565,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_D731B8B255,2026-07-05T01:23:32.267615+00:00,Sialia,ASESOR_E5897908D5,sin_clasificar,P1,0.533717,high,38039.6,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.204911,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_D3CDD9FAA5,2026-07-05T01:23:32.267615+00:00,Sialia,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.533682,high,35233.38,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.208587,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_79667A3C1D,2026-07-05T01:23:32.267615+00:00,Torre Nápoles,ASESOR_233077BA7F,sin_clasificar,P1,0.533032,high,27184.64,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.141508,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_68EB423A2F,2026-07-05T01:23:32.267615+00:00,Capadocia,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.532992,high,47266.66,Contactar en 24h y confirmar siguiente hito de cierre.,True,control,0.83826,holdout_control_para_medir_impacto,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_5AA7DFEEFE,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_E05C20E0FE,sin_clasificar,P1,0.531498,high,31148.76,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.202066,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_4C8BD3787F,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.531027,high,34106.59,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.264852,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_E2B08FC308,2026-07-05T01:23:32.267615+00:00,Modena,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.530747,high,42361.3,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.452317,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_EB85B49182,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_950BED165C,sin_clasificar,P1,0.529674,high,37269.59,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.401469,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_CDB0D51AF7,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_950BED165C,sin_clasificar,P1,0.52947,high,35993.35,Contactar en 24h y confirmar siguiente hito de cierre.,True,control,0.96584,holdout_control_para_medir_impacto,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_EB78FDABB5,2026-07-05T01:23:32.267615+00:00,Edificio Valdizan,ASESOR_1265C8A465,sin_clasificar,P1,0.528891,high,39666.85,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.474861,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_A2C58AC1A8,2026-07-05T01:23:32.267615+00:00,Alicanto,ASESOR_1265C8A465,sin_clasificar,P1,0.528832,high,41985.66,Contactar en 24h y confirmar siguiente hito de cierre.,True,control,0.710708,holdout_control_para_medir_impacto,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_3E69FD5F7A,2026-07-05T01:23:32.267615+00:00,Alicanto,ASESOR_E5897908D5,sin_clasificar,P1,0.528707,high,39764.06,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.131252,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_CA17668DD9,2026-07-05T01:23:32.267615+00:00,Edificio Urbanzen,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.528048,high,48316.36,Contactar en 24h y confirmar siguiente hito de cierre.,True,control,0.883307,holdout_control_para_medir_impacto,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_A4FCAF976A,2026-07-05T01:23:32.267615+00:00,Edificio Urbanzen,ASESOR_233077BA7F,sin_clasificar,P1,0.527206,high,43099.08,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.441336,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_2B12120F0A,2026-07-05T01:23:32.267615+00:00,Edificio Urbanzen,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.527035,high,43862.5,Contactar en 24h y confirmar siguiente hito de cierre.,True,control,0.94112,holdout_control_para_medir_impacto,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_620550A5AC,2026-07-05T01:23:32.267615+00:00,Edificio Urbanzen,ASESOR_950BED165C,sin_clasificar,P1,0.526197,high,47902.35,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.216916,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_2DD88BC53F,2026-07-05T01:23:32.267615+00:00,Sialia,ASESOR_233077BA7F,sin_clasificar,P1,0.525872,high,33942.43,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.529555,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_B9CFC1704D,2026-07-05T01:23:32.267615+00:00,Edificio Mariategui,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.525591,high,40702.43,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.407748,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_107A664595,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.525585,high,37201.15,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.376947,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_B6F3D67436,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_233077BA7F,sin_clasificar,P1,0.525571,high,24833.25,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.512228,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_B4234B73AA,2026-07-05T01:23:32.267615+00:00,Edificio Urbanzen,ASESOR_3646DCCAA1,sin_clasificar,P1,0.524776,high,44766.64,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.26953,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_D488795671,2026-07-05T01:23:32.267615+00:00,Edificio Mariategui,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.524198,high,41314.84,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.554179,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_B113934D9C,2026-07-05T01:23:32.267615+00:00,Modena,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.524041,high,44019.43,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.415029,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_CE03659638,2026-07-05T01:23:32.267615+00:00,Sialia,ASESOR_9FCF63DC91,sin_clasificar,P1,0.523828,high,37047.68,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.373767,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_27D7FBFDD7,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_233077BA7F,sin_clasificar,P1,0.52332,high,27866.81,Contactar en 24h y confirmar siguiente hito de cierre.,True,control,0.741853,holdout_control_para_medir_impacto,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_69CE3A582A,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_233077BA7F,sin_clasificar,P1,0.522807,high,29800.01,Contactar en 24h y confirmar siguiente hito de cierre.,True,control,0.85151,holdout_control_para_medir_impacto,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_191D926E75,2026-07-05T01:23:32.267615+00:00,Edificio Urbanzen,ASESOR_233077BA7F,sin_clasificar,P1,0.522375,high,25544.13,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.382886,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_8ECEF72401,2026-07-05T01:23:32.267615+00:00,Sialia,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.522344,high,25594.88,Contactar en 24h y confirmar siguiente hito de cierre.,True,control,0.823241,holdout_control_para_medir_impacto,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_A8DD9508FC,2026-07-05T01:23:32.267615+00:00,Sialia,ASESOR_233077BA7F,sin_clasificar,P1,0.521441,high,36475.87,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.312821,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_BBCEB95195,2026-07-05T01:23:32.267615+00:00,Modena,ASESOR_E5897908D5,sin_clasificar,P1,0.521317,high,41862.17,Contactar en 24h y confirmar siguiente hito de cierre.,True,control,0.750327,holdout_control_para_medir_impacto,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_5345E7F98A,2026-07-05T01:23:32.267615+00:00,Sialia,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.520696,high,31241.77,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.347931,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_1AFB5AC111,2026-07-05T01:23:32.267615+00:00,Alicanto,ASESOR_233077BA7F,sin_clasificar,P1,0.520528,high,38961.5,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.427382,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_A9AF4B782D,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_E05C20E0FE,sin_clasificar,P1,0.52025,high,37857.28,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.329711,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_EC636377A9,2026-07-05T01:23:32.267615+00:00,Edificio Mariategui,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.520134,high,42809.91,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.526003,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_86C8A46E3A,2026-07-05T01:23:32.267615+00:00,Edificio Urbanzen,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.519842,high,48988.94,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.53535,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_CFBE825681,2026-07-05T01:23:32.267615+00:00,Fenix,ASESOR_9FCF63DC91,sin_clasificar,P1,0.519421,high,38956.6,Contactar en 24h y confirmar siguiente hito de cierre.,True,control,0.942079,holdout_control_para_medir_impacto,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_75B2346037,2026-07-05T01:23:32.267615+00:00,Sialia,ASESOR_9FCF63DC91,sin_clasificar,P1,0.519131,high,32206.64,Contactar en 24h y confirmar siguiente hito de cierre.,True,control,0.864253,holdout_control_para_medir_impacto,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_55D8F118A6,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.518732,high,22492.92,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.186584,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_0D4CAF3EF9,2026-07-05T01:23:32.267615+00:00,Modena,ASESOR_9FCF63DC91,sin_clasificar,P1,0.518726,high,30112.88,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.280277,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_ED88C9D01E,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_9FCF63DC91,sin_clasificar,P1,0.518476,high,32251.78,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.579643,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_EEF776CDA5,2026-07-05T01:23:32.267615+00:00,Sialia,ASESOR_9FCF63DC91,sin_clasificar,P1,0.518324,high,33131.18,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.613933,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_C418FB2F6E,2026-07-05T01:23:32.267615+00:00,Edificio Urbanzen,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.518252,high,22932.67,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.086088,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_7901FBB760,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_4A5D5CDFC6,sin_clasificar,P1,0.518115,high,35422.91,Contactar en 24h y confirmar siguiente hito de cierre.,True,control,0.88667,holdout_control_para_medir_impacto,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_AD7F6D18C4,2026-07-05T01:23:32.267615+00:00,Sialia,ASESOR_7B5A7F5FB0,sin_clasificar,P1,0.518047,high,31771.0,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.061308,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_A382D19A92,2026-07-05T01:23:32.267615+00:00,Capadocia,ASESOR_233077BA7F,sin_clasificar,P1,0.517333,high,39106.48,Contactar en 24h y confirmar siguiente hito de cierre.,True,control,0.773649,holdout_control_para_medir_impacto,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_BE6401AB7F,2026-07-05T01:23:32.267615+00:00,Capadocia,ASESOR_950BED165C,sin_clasificar,P1,0.51613,high,25836.2,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.658496,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_CB9D6296E3,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_950BED165C,sin_clasificar,P1,0.515913,high,24658.74,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.341244,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_631326DC3B,2026-07-05T01:23:32.267615+00:00,Tizón y Bueno,ASESOR_950BED165C,sin_clasificar,P1,0.515842,high,31700.2,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.522851,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_65E72C441D,2026-07-05T01:23:32.267615+00:00,Modena,ASESOR_9FCF63DC91,sin_clasificar,P1,0.515795,high,32260.67,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.215544,,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_283E92744D,2026-07-05T01:23:32.267615+00:00,Modena,ASESOR_233077BA7F,sin_clasificar,P1,0.515725,high,30309.16,Contactar en 24h y confirmar siguiente hito de cierre.,True,control,0.918502,holdout_control_para_medir_impacto,real_source:ranking_operaciones_riesgo_caida.parquet
riesgo_caida_action_impact_v1,OP_BB035FFF05,2026-07-05T01:23:32.267615+00:00,Modena,ASESOR_233077BA7F,sin_clasificar,P1,0.515725,high,30169.92,Contactar en 24h y confirmar siguiente hito de cierre.,True,treatment,0.112691,,real_source:ranking_operaciones_riesgo_caida.parquet
